w_idx,pt_root_id,body_part_effector,body_part_sensory,cell_class,cell_function,cell_function_detailed,cell_sub_class,cell_type,fafb_783_cell_type,fafb_783_match_id,fanc_1116_cell_type,fanc_1116_match_id,flow,hemibrain_121_cell_type,hemibrain_121_match_id,hemilineage,manc_121_cell_type,manc_121_match_id,nerve,neuropeptide_verified,neurotransmitter_predicted,neurotransmitter_verified,other_names,peripheral_target_type,region,side,super_class
1526,720575941496273633,,,,proprioception,,ventral_nerve_cord_ipsilateral_restricted,IN04B101,,,,,intrinsic,,,04B,IN04B101,id:166421,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1527,720575941496286025,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A085,,,,,intrinsic,,,20A.22A,IN20A.22A085,id:28762,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1528,720575941496314697,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN19A003,,,,,intrinsic,,,19A,,,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1529,720575941496322529,,,,,,ventral_nerve_cord_bilateral_restricted,IN01A083,,,,,intrinsic,,,01A,IN01A083,id:155654,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1530,720575941496426695,,,descending_neuron,,,,DNg02_f,DNg02_f,id:720575940626278129,,,intrinsic,,,LB12,DNg02,id:20843,,,acetylcholine,acetylcholine,,,neck_connective,left,descending
1531,720575941496474953,,,,,,ventral_nerve_cord_bilateral_restricted,IN16B055,,,,,intrinsic,,,16B,IN16B055,id:12093,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1532,720575941496630400,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN08A006,,,,,intrinsic,,,08A,IN08A006,id:11195,,,gaba,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1533,720575941496638592,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_restricted,IN06B029,,,,,intrinsic,,,06B,IN06B029,id:12959,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1534,720575941496642944,,,ascending_neuron,,,,AN07B005,AN_GNG_178,id:720575940641781152,,,intrinsic,,,07B,AN07B005,id:10295,,,acetylcholine,acetylcholine,,,neck_connective,left,ascending
1535,720575941496654720,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN09A076,,,,,intrinsic,,,09A,IN09A076,id:11037,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1536,720575941496666496,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN01A019,,,,,intrinsic,,,01A,IN01A019,id:12188,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1537,720575941496667520,,,ascending_neuron,,,,AN19B009,AN_GNG_11,id:720575940618092289,,,intrinsic,,,19B,AN19B009,id:11006,,,acetylcholine,acetylcholine,,,neck_connective,left,ascending
1538,720575941496676295,,,descending_neuron,,,,DNa06,DNa06,id:720575940624986919,,,intrinsic,,,WEDd1,DNa06,id:14931,,,acetylcholine,,,,neck_connective,left,descending
1539,720575941496684672,,,descending_neuron,,,,DNbe002,DNbe002,id:720575940621119061,,,intrinsic,,,putative_primary,DNxl106,id:13049,,,acetylcholine,,,,neck_connective,left,descending
1540,720575941496695751,,,descending_neuron,,,,DNg22,DNg22,id:720575940621566844,,,intrinsic,,,putative_primary,DNg22,id:14244,,FMRFa,serotonin,,,,neck_connective,left,descending
1541,720575941496696263,,,descending_neuron,,,,DNp58,DNp58,id:720575940631309866,,,intrinsic,,,SMPpv2_dorsal,DNp58,id:14171,,,gaba,,,,neck_connective,left,descending
1542,720575941496702336,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN07B029,,,,,intrinsic,,,07B,IN07B029,id:10318,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1543,720575941496731042,,,descending_neuron,,,,DNg72,DNg72,id:720575940626179614,,,intrinsic,,,MX7__prim,DNg72,id:25630,,,glutamate,,,,neck_connective,right,descending
1544,720575941496829346,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN12B025,,,,,intrinsic,,,12B,IN12B025,id:17247,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1545,720575941496919168,,,descending_neuron,,,,DNp57,DNp57,id:720575940646814340,,,intrinsic,,,putative_primary,DNp57,id:14194,,,acetylcholine,,,,neck_connective,left,descending
1546,720575941497009058,,,ventral_nerve_cord_centrifugal,,,ventral_nerve_cord_bilateral_interconnecting,IN06B008,,,,,intrinsic,,,06B,IN06B008,id:13361,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1547,720575941497015458,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A023,,,,,intrinsic,,,20A.22A,IN20A.22A023,id:20044,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1548,720575941497035643,,,ascending_neuron,,,,AN06B048,,,,,intrinsic,,,06B,AN06B048,id:15871,,,gaba,gaba,,,neck_connective,left,ascending
1549,720575941497278587,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A043,,,,,intrinsic,,,13A,IN13A043,id:22903,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1550,720575941497518203,,hind_leg,chordotonal_organ_neuron,proprioception,direction,hind_leg_hook_chordotonal_organ_neuron,SNpp39,,,,,afferent,,,,SNpp39,id:178795,right_prothoracic_leg_nerve,,gaba,acetylcholine,,chordotonal_organ,ventral_nerve_cord,right,sensory
1551,720575941497645537,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_restricted,IN12B072,,,,,intrinsic,,,12B,IN12B072,id:26627,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1552,720575941497654656,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN17A052,,,,,intrinsic,,,17A,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1553,720575941497782144,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_interconnecting,IN23B032,,,,,intrinsic,,,23B,IN23B032,id:166823,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1554,720575941497827041,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN08A021,,,,,intrinsic,,,08A,IN08A021,id:23866,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1555,720575941497853513,,,,,,ventral_nerve_cord_bilateral_restricted,IN16B050,,,,,intrinsic,,,16B,IN16B050,id:19191,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1556,720575941497863300,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta24,,,,id:1713,afferent,,,,SNta24,id:101474,left_prothoracic_leg_nerve,,gaba,,,bristle,ventral_nerve_cord,left,sensory
1557,720575941497884288,,,,proprioception,,ventral_nerve_cord_ipsilateral_restricted,IN04B101,,,,,intrinsic,,,04B,IN04B101,id:14944,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1558,720575941497917001,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN13A005,,,,,intrinsic,,,13A,IN13A005,id:11770,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1559,720575941497988681,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta29,,,,,afferent,,,,SNta29,id:186518,right_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,right,sensory
1560,720575941497996361,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNxxxx,,,,,afferent,,,,SNxxxx,id:41762993783,right_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,right,sensory
1561,720575941498087649,,front_leg,chordotonal_organ_neuron,proprioception,,front_leg_claw_chordotonal_organ_neuron,SNxxxx,,,,,afferent,,,,SNxxxx,id:42148618604,right_prothoracic_leg_nerve,,gaba,,,chordotonal_organ,ventral_nerve_cord,right,sensory
1562,720575941498378825,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN03A019,,,,,intrinsic,,,03A,IN03A019,id:13383,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1563,720575941498434683,,,descending_neuron,,,,DNge094,DNge094,id:720575940632934751,,,intrinsic,,,LB7,,,,,acetylcholine,,,,neck_connective,right,descending
1564,720575941498438881,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta29,,,,,afferent,,,,SNta29,id:22606,left_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,left,sensory
1565,720575941498444155,,,descending_neuron,,,,DNg06,DNg06,id:720575940612698287,,,intrinsic,,,LB12,DNg06,id:31006,,,acetylcholine,,,,neck_connective,left,descending
1566,720575941498468731,,,,,,ventral_nerve_cord_ipsilateral_interconnecting,IN02A011,,,,,intrinsic,,,02A,IN02A011,id:12553,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1567,720575941498471291,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN21A030,,,,,intrinsic,,,21A,IN21A030,id:19225,,,gaba,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1568,720575941498480251,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN09B006,,,,,intrinsic,,,09B,IN09B006,id:23149,,,acetylcholine,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1569,720575941498482043,,,,,,ventral_nerve_cord_ipsilateral_interconnecting,IN19A017,,,,,intrinsic,,,19A,IN19A017,id:10844,,,acetylcholine,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1570,720575941498634402,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A061,,,,,intrinsic,,,13A,IN13A061,id:37795,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1571,720575941498640802,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_interconnecting,IN09A054,,,,,intrinsic,,,09A,IN09A054,id:23512,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1572,720575941498788258,,,descending_neuron,,,,DNge071,DNge071,id:720575940634525303,,,intrinsic,,,LB6,,,,,gaba,,,,neck_connective,left,descending
1573,720575941498794658,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta20,,,,,afferent,,,,SNta20,id:45090,left_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,left,sensory
1574,720575941498827170,,prosternal_organ,hair_plate_neuron,proprioception,joint_angle,prosternal_hair_plate_neuron,SNpp19,,,,id:1913,afferent,,,,SNpp19,id:19363,right_prosternal_nerve,,acetylcholine,,,hair_plate,ventral_nerve_cord,right,sensory
1575,720575941498832763,,,ascending_neuron,,,,AN19B022,AN_GNG_171,id:720575940615509734,,,intrinsic,,,19B,AN19B022,id:12149,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending
1576,720575941498862242,,,ascending_neuron,,,,AN08B099,AN_GNG_SAD_32,id:720575940631811097,,,intrinsic,,,08B,AN08B099,id:20271,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending
1577,720575941498935777,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN27X014,,,,,intrinsic,,,27X,IN27X014,id:174427,,,gaba,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1578,720575941498948681,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN01B027,,,,,intrinsic,,,01B,IN01B027,id:26812,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1579,720575941498960546,front_leg,,leg_motor_neuron,leg_motor,move_coxa_anterior,front_leg_motor_neuron,tergopleural_promotor_pleural_promotor,,,,,efferent,,,,,,left_dorsal_prothoracic_nerve,,acetylcholine,,,tergopleural_promotor_muscle,ventral_nerve_cord,left,motor
1580,720575941498984161,,,descending_neuron,,,,DNge153,DNge153,id:720575940606753884,,,intrinsic,,,,DNxl114,id:12882,,,gaba,,,,neck_connective,left,descending
1581,720575941498985033,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN07B065,,,,,intrinsic,,,07B,IN07B065,id:24242,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1582,720575941498998395,,,descending_neuron,,,,DNg02_b,DNg02_b,id:720575940613793170,,,intrinsic,,,,DNg03,id:28303,,,acetylcholine,,,,neck_connective,right,descending
1583,720575941499006433,,,ascending_neuron,,,,AN08B057,AN_multi_38,id:720575940612331618,,,intrinsic,,,08B,AN08B057,id:14455,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending
1584,720575941499062601,,,ascending_neuron,,,,AN07B040,AN_GNG_47,id:720575940603545190,,,intrinsic,,,07B,AN07B040,id:15691,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending
1585,720575941499077089,,,descending_neuron,,,,DNpe027,DNpe027,id:720575940624121161,,,intrinsic,PS166,id:603167111,putative_primary,DNxn167,id:30130,,,acetylcholine,,,,neck_connective,right,descending
1586,720575941499161569,,,ascending_neuron,,,,AN19A018_d,AN_GNG_76,id:720575940635632888,,,intrinsic,,,19A,AN19A018,id:10282,,,acetylcholine,,BRK6,,neck_connective,left,ascending
1587,720575941499166281,,,descending_neuron,,,,DNge124,DNge124,id:720575940624537284,,,intrinsic,,,putative_primary,DNxl021,id:18568,,,acetylcholine,,,,neck_connective,left,descending
1588,720575941499200585,,,descending_neuron,,,,DNg95,DNg95,id:720575940645534516,,,intrinsic,,,MX12,DNg95,id:15074,,,acetylcholine,,,,neck_connective,left,descending
1589,720575941499209851,,front_leg,campaniform_sensillum_neuron,proprioception,mechanical_strain,front_leg_campaniform_sensillum_neuron,SNxxxx,,,,,afferent,,,,SNxxxx,id:141641,left_prothoracic_leg_nerve,,gaba,,CS,campaniform_sensillum,ventral_nerve_cord,left,sensory
1590,720575941499419977,,front_leg,hair_plate_neuron,proprioception,joint_angle,front_leg_hair_plate_neuron,SNpp45,,,,,afferent,,,,SNpp45,id:172221,right_prothoracic_leg_nerve,,gaba,,,hair_plate,ventral_nerve_cord,right,sensory
1591,720575941499483531,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN01B028,,,,,intrinsic,,,01B,IN01B028,id:38194,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1592,720575941499494306,,,,,,ventral_nerve_cord_bilateral_restricted,IN16B034,,,,,intrinsic,,,16B,IN16B034,id:13056,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1593,720575941499537993,,,,,,ventral_nerve_cord_contralateral_interconnecting,IN09B038,,,,,intrinsic,,,09B,,,,,acetylcholine,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1594,720575941499708745,,,descending_neuron,,,,MDN,MDN,id:720575940610236514,,,intrinsic,MDN,id:5813021075,primary,MDN,id:13438,,,acetylcholine,acetylcholine,"DNp50,moonwalker descending neuron",,neck_connective,right,descending
1595,720575941499725986,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN12A036,,,,,intrinsic,,,12A,IN12A036,id:14538,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1596,720575941499770530,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_restricted,IN12B003,,,,,intrinsic,,,12B,IN12B003,id:10390,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1597,720575941499772066,,,ascending_neuron,,,,AN01A006,,,,,intrinsic,,,01A,AN01A006,id:11336,,,acetylcholine,acetylcholine,,,neck_connective,left,ascending
1598,720575941499790242,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN09A007,,,,,intrinsic,,,09A,IN09A007,id:10684,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1599,720575941499858505,,,,,,ventral_nerve_cord_contralateral_restricted,IN13B065,,,,,intrinsic,,,13B,IN13B065,id:19586,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1600,720575941499964385,,,descending_neuron,,,,DNp30,DNp30,id:720575940620156283,,,intrinsic,,,putative_primary,DNp30,id:17883,,Dsk,serotonin,,,,neck_connective,left,descending
1601,720575941499964555,front_leg,,leg_motor_neuron,leg_motor,move_coxa_medial,front_leg_motor_neuron,sternal_adductor_ProAN,,,,,efferent,,,TBD,Sternal adductor MN,id:21718,right_prothoracic_accessory_nerve,,octopamine,,,sternal_adductor_muscle,ventral_nerve_cord,right,motor
1602,720575941499976009,,,descending_neuron,,,,DNg92_b,DNg92_b,id:720575940642198747,,,intrinsic,,,LB12,DNg92,id:34426,,,acetylcholine,,,,neck_connective,left,descending
1603,720575941500644491,,front_leg,taste_peg_neuron,gustatory_tactile,,front_leg_taste_peg_neuron,SNch10,,,,,afferent,,,,SNch10,id:147017,left_prothoracic_leg_nerve,,acetylcholine,,,taste_peg,ventral_nerve_cord,left,sensory
1604,720575941500700139,,,descending_neuron,,,,DNg01,DNg01,id:720575940608838958,,,intrinsic,,,LB12,DNg01,id:25409,,,acetylcholine,,,,neck_connective,left,descending
1605,720575941500828578,,,descending_neuron,,,,DNg102,DNg102,id:720575940630480348,,,intrinsic,,,putative_primary,DNxn182,id:11693,,,gaba,,,,neck_connective,right,descending
1606,720575941500839147,,,descending_neuron,,,,DNge111,DNge111,id:720575940631061900,,,intrinsic,,,LB7,,,,,acetylcholine,,,,neck_connective,right,descending
1607,720575941500840866,,,descending_neuron,,,,DNpe039,DNpe039,id:720575940607378633,,,intrinsic,,,SMPpv2_ventral,DNxn131,id:18312,,,acetylcholine,,,,neck_connective,left,descending
1608,720575941500843426,,,descending_neuron,,,,DNbe003,DNbe003,id:720575940628627867,,,intrinsic,,,putative_primary,DNxl095,id:18076,,,acetylcholine,,,,neck_connective,right,descending
1609,720575941500850571,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_restricted,IN02A015,,,,,intrinsic,,,02A,IN02A015,id:13437,,,acetylcholine,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1610,720575941500851362,,,descending_neuron,,,,DNg100,DNg100,id:720575940647228468,,,intrinsic,,,putative_primary,DNg100,id:10093,,,acetylcholine,,BDN2,,neck_connective,right,descending
1611,720575941500951383,,,,,,ventral_nerve_cord_bilateral_interconnecting,GFC1,,,,,intrinsic,,,18B,GFC1,id:13658,,,acetylcholine,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1612,720575941501043179,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN04B091,,,,,intrinsic,,,04B,IN04B091,id:14886,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1613,720575941501044055,front_leg,,leg_motor_neuron,leg_motor,pull_long_tendon,front_leg_motor_neuron,long_tendon_muscle_B_femur,,,,,efferent,,,,,,right_prothoracic_leg_nerve,,gaba,,,long_tendon_muscle,ventral_nerve_cord,right,motor
1614,720575941501047787,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN21A073,,,,,intrinsic,,,21A,,,,,glutamate,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1615,720575941501051627,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A076,,,,,intrinsic,,,20A.22A,IN20A.22A076,id:22485,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1616,720575941501135191,,,sequential_leg_neuromeres,,,ventral_nerve_cord_bilateral_interconnecting,IN14B004,,,,,intrinsic,,,14B,,,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1617,720575941501182551,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A063,,,,,intrinsic,,,13A,IN13A063,id:152111,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1618,720575941501207383,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN12B037,,,,,intrinsic,,,12B,IN12B037,id:17750,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1619,720575941501229143,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN13B006,,,,,intrinsic,,,13B,,,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1620,720575941501552983,,,descending_neuron,,,,DNg02_g,DNg02_g,id:720575940617922439,,,intrinsic,,,LB12,DNg02,id:19182,,,acetylcholine,acetylcholine,,,neck_connective,right,descending
1621,720575941501608939,,,descending_neuron,,,,DNg12_a,DNg12_a,id:720575940631987364,,,intrinsic,,,MX12,DNfl044,id:29261,,,acetylcholine,,MX12_R_12,,neck_connective,right,descending
1622,720575941501635927,,,descending_neuron,,,,DNg02_b,DNg02_b,id:720575940627414887,,,intrinsic,,,,DNg03,id:28303,,,gaba,,,,neck_connective,left,descending
1623,720575941501675826,,haltere,campaniform_sensillum_neuron,proprioception,mechanical_strain,haltere_campaniform_sensillum_neuron,SApp07,AN_4_None,id:720575940603768497,,id:4422,afferent,,,,SApp07,id:15425,right_dorsal_metathoracic_nerve,,acetylcholine,,,campaniform_sensillum,neck_connective,right,sensory_ascending
1624,720575941501748274,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A030,,,,,intrinsic,,,03A,IN03A030,id:16868,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1625,720575941501807191,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN19A088,,,,,intrinsic,,,19A,,,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1626,720575941501821378,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN13B064,,,,,intrinsic,,,13B,IN13B064,id:156917,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1627,720575941501874738,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_restricted,IN19A024,,,,,intrinsic,,,19A,,,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1628,720575941501898290,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_restricted,IN12B035,,,,,intrinsic,,,12B,,,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1629,720575941501900738,,,,,,ventral_nerve_cord_contralateral_restricted,IN13B096,,,,,intrinsic,,,13B,IN13B096,id:39843,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1630,720575941501912114,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN11A005,,,,,intrinsic,,,11A,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1631,720575941501920962,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN12B025,,,,,intrinsic,,,12B,IN12B025,id:16642,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1632,720575941501921586,,,,,,ventral_nerve_cord_contralateral_restricted,IN14A081,,,,,intrinsic,,,14A,IN14A081,id:26817,,,glutamate,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1633,720575941501926706,front_leg,,leg_motor_neuron,leg_motor,pull_long_tendon,front_leg_motor_neuron,long_tendon_muscle_B,,,,,efferent,,,,,,right_prothoracic_leg_nerve,,octopamine,,,long_tendon_muscle,ventral_nerve_cord,right,motor
1634,720575941501929010,front_leg,,leg_motor_neuron,leg_motor,pull_long_tendon,front_leg_motor_neuron,long_tendon_muscle_A,,,,,efferent,,,,,,left_prothoracic_leg_nerve,,,,,long_tendon_muscle,ventral_nerve_cord,left,motor
1635,720575941501984651,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN06B012,,,,,intrinsic,,,06B,IN06B012,id:10654,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1636,720575941501994123,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta35,,,,,afferent,,,,SNta35,id:100336,left_prothoracic_leg_nerve,,gaba,,,bristle,ventral_nerve_cord,left,sensory
1637,720575941502004107,,,descending_neuron,,,,DNpe003,DNpe003,id:720575940612311987,,,intrinsic,,,putative_primary,DNg37,id:12863,,,acetylcholine,,,,neck_connective,left,descending
1638,720575941502040971,,,single_leg_neuromere,proprioception,,ventral_nerve_cord_contralateral_restricted,IN13B013,,,,,intrinsic,,,13B,IN13B013,id:12699,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1639,720575941502043531,,,,,,ventral_nerve_cord_contralateral_restricted,IN01A085,,,,,intrinsic,,,01A,IN01A085,id:27055,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1640,720575941502197643,,,ascending_neuron,,,,AN27X004,AN_GNG_171,id:720575940628539735,,,intrinsic,,,27X,AN27X004,id:42819,,,histamine,histamine,,,neck_connective,left,ascending
1641,720575941502262411,,,descending_neuron,,,,DNge007,DNge007,id:720575940626993694,,,intrinsic,,,LB6,DNg88,id:12743,,,acetylcholine,,,,neck_connective,left,descending
1642,720575941502273419,,,descending_neuron,,,,DNpe022,DNpe022,id:720575940632900665,,,intrinsic,,,PSp3,DNxl105,id:13247,,,acetylcholine,,,,neck_connective,right,descending
1643,720575941502534635,,,,,,ventral_nerve_cord_bilateral_restricted,IN16B058,,,,,intrinsic,,,16B,IN16B058,id:22245,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1644,720575941502541291,,,,proprioception,,ventral_nerve_cord_ipsilateral_restricted,IN04B101,,,,,intrinsic,,,04B,IN04B101,id:21862,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1645,720575941502561218,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A023,,,,,intrinsic,,,20A.22A,IN20A.22A023,id:23631,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1646,720575941502574315,,,ventral_nerve_cord_serially_convergent,,,ventral_nerve_cord_bilateral_interconnecting,IN04A002,,,,,intrinsic,,,04A,IN04A002,id:153200,,,acetylcholine,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1647,720575941502628695,,,descending_neuron,,,,DNp15,DNp15,id:720575940623431351,,,intrinsic,DNp15,id:5813078134,putative_primary,DNp15,id:10323,,,acetylcholine,,,,neck_connective,right,descending
1648,720575941502642994,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A047,,,,,intrinsic,,,13A,IN13A047,id:18457,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1649,720575941502694635,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN04B053,,,,,intrinsic,,,04B,IN04B053,id:19167,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1650,720575941502715019,,,descending_neuron,,,,DNg24,DNg24,id:720575940639118926,,,intrinsic,,,MD3,DNg24,id:15090,,,gaba,,,,neck_connective,right,descending
