,bodyId,type,instance,superclass,subclass,hemilineage,size,predictedNt,predictedNtProb,consensusNt,somaSide,rootSide,motor module,step contribution,class
3860,906373,IN23B018,IN23B018_L,vnc_intrinsic,BR,,940573694,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3861,906391,IN13B025,IN13B025_L,vnc_intrinsic,CR,,1090388352,gaba,,gaba,L,,,,intrinsic neuron
3862,906393,IN13B078,IN13B078_L,vnc_intrinsic,CR,,413805594,gaba,,gaba,L,,,,intrinsic neuron
3863,906407,IN20A.22A003,IN20A.22A003_R,vnc_intrinsic,IR,,2099825727,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3864,906431,IN12A031,IN12A031_L,vnc_intrinsic,BI,,1195363908,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3865,906432,IN01A074,IN01A074_R,vnc_intrinsic,CR,,447346507,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3866,906460,IN06A014,IN06A014_L,vnc_intrinsic,BI,,1737385501,gaba,,gaba,L,,,,intrinsic neuron
3867,906476,IN19A020,IN19A020_R,vnc_intrinsic,IR,,2721588153,gaba,,gaba,R,,,,intrinsic neuron
3868,906483,SNpp19,,vnc_sensory,hair plate,,536501937,acetylcholine,,acetylcholine,,L,,,sensory neuron
3869,906484,SNpp19,,vnc_sensory,hair plate,,672133002,acetylcholine,,acetylcholine,,L,,,sensory neuron
3870,906485,SNpp19,,vnc_sensory,hair plate,,578317988,acetylcholine,,acetylcholine,,L,,,sensory neuron
3871,906489,IN21A042,IN21A042_R,vnc_intrinsic,IR,,563753614,glutamate,,glutamate,R,,,,intrinsic neuron
3872,906521,IN19B109,IN19B109_R,vnc_intrinsic,BI,,1980048987,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3873,906525,IN08A050,IN08A050_R,vnc_intrinsic,IR,,160688754,unclear,,glutamate,R,,,,intrinsic neuron
3874,906526,IN14A033,IN14A033_L,vnc_intrinsic,CR,,488003936,glutamate,,glutamate,L,,,,intrinsic neuron
3875,906614,IN20A.22A011,IN20A.22A011_R,vnc_intrinsic,BR,,1045509895,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3876,906615,IN20A.22A011,IN20A.22A011_R,vnc_intrinsic,BR,,503640052,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3877,906621,IN06B047,IN06B047_L,vnc_intrinsic,,,1369965935,gaba,,gaba,L,,,,intrinsic neuron
3878,906661,IN02A029,IN02A029_R,vnc_intrinsic,II,,1089626892,glutamate,,glutamate,R,,,,intrinsic neuron
3879,906682,IN01A047,IN01A047_L,vnc_intrinsic,BR,,819563766,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3880,906687,IN20A.22A001,IN20A.22A001_L,vnc_intrinsic,BR,,1964938274,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3881,906698,IN14A015,IN14A015_L,vnc_intrinsic,CR,,709442272,glutamate,,glutamate,L,,,,intrinsic neuron
3882,906719,IN13A038,IN13A038_L,vnc_intrinsic,,,611561769,gaba,,gaba,L,,,,intrinsic neuron
