,none,gain,threshold,time constant,max rate
828,2.0,3.0,1.0,2.0,2.0
829,3.0,3.0,2.0,3.0,3.0
830,4.0,6.0,2.0,5.0,4.0
831,3.0,3.0,3.0,3.0,3.0
832,2.0,2.0,1.0,2.0,2.0
833,3.0,3.0,4.0,4.0,3.0
834,6.0,4.0,6.0,6.0,6.0
835,10.0,4.0,2.0,13.0,10.0
836,3.0,3.0,3.0,4.0,3.0
837,0.0,0.0,1.0,0.0,0.0
838,3.0,3.0,2.0,3.0,3.0
839,2.0,3.0,1.0,2.0,2.0
840,2.0,2.0,2.0,2.0,2.0
841,2.0,4.0,2.0,2.0,2.0
842,2.0,3.0,2.0,2.0,2.0
843,3.0,4.0,3.0,3.0,3.0
844,3.0,4.0,3.0,2.0,3.0
845,0.0,0.0,3.0,0.0,0.0
846,0.0,1.0,2.0,0.0,0.0
847,5.0,5.0,4.0,5.0,5.0
848,7.0,5.0,7.0,7.0,7.0
849,0.0,1.0,0.0,0.0,0.0
850,3.0,2.0,3.0,3.0,3.0
851,3.0,4.0,2.0,3.0,3.0
852,6.0,4.0,7.0,6.0,6.0
853,7.0,2.0,3.0,6.0,7.0
854,4.0,5.0,3.0,3.0,4.0
855,2.0,1.0,2.0,2.0,2.0
856,6.0,3.0,5.0,6.0,6.0
857,8.0,6.0,5.0,6.0,8.0
858,1.0,2.0,2.0,1.0,1.0
859,80.0,3.0,3.0,78.0,80.0
860,6.0,5.0,4.0,6.0,6.0
861,3.0,3.0,4.0,4.0,3.0
862,11.0,4.0,1.0,11.0,10.0
863,2.0,2.0,1.0,2.0,2.0
864,2.0,4.0,2.0,2.0,2.0
865,5.0,5.0,5.0,6.0,5.0
866,0.0,0.0,0.0,0.0,0.0
867,2.0,4.0,3.0,1.0,2.0
868,2.0,3.0,0.0,2.0,2.0
869,2.0,2.0,2.0,2.0,2.0
870,3.0,3.0,4.0,3.0,3.0
871,0.0,2.0,0.0,0.0,0.0
872,5.0,3.0,4.0,8.0,5.0
873,0.0,2.0,0.0,0.0,0.0
874,5.0,5.0,4.0,4.0,5.0
875,6.0,4.0,5.0,6.0,6.0
876,9.0,4.0,9.0,9.0,9.0
877,3.0,3.0,2.0,3.0,3.0
878,4.0,4.0,3.0,4.0,4.0
879,1.0,2.0,1.0,1.0,1.0
880,2.0,3.0,2.0,3.0,2.0
881,0.0,3.0,0.0,0.0,0.0
882,3.0,4.0,2.0,3.0,3.0
883,2.0,1.0,1.0,2.0,2.0
884,1.0,2.0,2.0,1.0,1.0
885,6.0,2.0,5.0,12.0,6.0
886,1.0,3.0,1.0,1.0,1.0
887,0.0,0.0,4.0,0.0,0.0
888,4.0,3.0,3.0,4.0,4.0
889,4.0,5.0,4.0,5.0,4.0
890,5.0,4.0,3.0,5.0,5.0
891,5.0,4.0,3.0,5.0,5.0
892,8.0,4.0,3.0,6.0,8.0
893,8.0,6.0,5.0,6.0,8.0
894,4.0,4.0,1.0,4.0,4.0
895,1.0,4.0,0.0,1.0,1.0
896,1.0,2.0,0.0,1.0,1.0
897,1.0,2.0,0.0,1.0,1.0
898,3.0,2.0,4.0,3.0,3.0
899,0.0,6.0,0.0,0.0,0.0
900,3.0,6.0,3.0,3.0,3.0
901,4.0,4.0,3.0,4.0,4.0
902,2.0,2.0,2.0,2.0,2.0
903,7.0,3.0,6.0,7.0,7.0
904,0.0,2.0,0.0,0.0,0.0
905,2.0,3.0,1.0,2.0,2.0
906,4.0,3.0,4.0,4.0,4.0
907,3.0,3.0,3.0,3.0,3.0
908,4.0,4.0,4.0,4.0,4.0
909,6.0,4.0,5.0,6.0,6.0
910,2.0,7.0,2.0,2.0,2.0
911,2.0,2.0,2.0,2.0,2.0
912,3.0,3.0,2.0,5.0,3.0
913,1.0,2.0,2.0,1.0,1.0
914,4.0,4.0,2.0,4.0,4.0
915,9.0,6.0,6.0,7.0,9.0
916,2.0,4.0,3.0,2.0,2.0
917,4.0,4.0,4.0,3.0,4.0
918,2.0,2.0,4.0,2.0,2.0
919,4.0,3.0,3.0,5.0,4.0
920,5.0,5.0,4.0,6.0,5.0
921,2.0,2.0,2.0,3.0,2.0
922,7.0,2.0,7.0,4.0,7.0
923,2.0,2.0,2.0,2.0,2.0
924,1.0,2.0,2.0,1.0,1.0
925,2.0,2.0,2.0,2.0,2.0
926,5.0,6.0,2.0,4.0,5.0
927,2.0,2.0,2.0,2.0,2.0
928,1.0,2.0,3.0,1.0,1.0
929,2.0,4.0,1.0,2.0,2.0
930,4.0,4.0,2.0,4.0,4.0
931,1.0,2.0,0.0,1.0,1.0
932,2.0,2.0,2.0,2.0,2.0
933,5.0,5.0,5.0,5.0,5.0
934,5.0,4.0,5.0,5.0,5.0
935,1.0,3.0,2.0,1.0,1.0
936,3.0,3.0,2.0,3.0,3.0
937,2.0,2.0,2.0,3.0,2.0
938,3.0,2.0,2.0,3.0,3.0
939,3.0,3.0,3.0,3.0,3.0
940,0.0,1.0,0.0,0.0,0.0
941,7.0,6.0,6.0,7.0,7.0
942,7.0,5.0,5.0,7.0,7.0
943,3.0,3.0,4.0,3.0,3.0
944,1.0,1.0,2.0,2.0,1.0
945,1.0,1.0,2.0,1.0,1.0
946,2.0,3.0,3.0,3.0,2.0
947,0.0,3.0,1.0,0.0,0.0
948,4.0,2.0,2.0,4.0,4.0
949,2.0,2.0,2.0,2.0,2.0
950,0.0,1.0,0.0,0.0,0.0
951,2.0,2.0,2.0,2.0,2.0
952,3.0,2.0,5.0,3.0,3.0
953,0.0,0.0,0.0,0.0,0.0
954,3.0,4.0,2.0,2.0,3.0
955,5.0,3.0,7.0,6.0,5.0
956,0.0,1.0,0.0,0.0,0.0
957,1.0,1.0,2.0,1.0,1.0
958,2.0,4.0,1.0,2.0,2.0
959,52.0,6.0,3.0,53.0,53.0
960,8.0,4.0,8.0,10.0,8.0
961,4.0,5.0,4.0,4.0,4.0
962,5.0,4.0,3.0,5.0,5.0
963,6.0,5.0,5.0,7.0,6.0
964,1.0,1.0,2.0,1.0,1.0
965,0.0,3.0,0.0,0.0,0.0
966,1.0,1.0,2.0,1.0,1.0
967,0.0,3.0,0.0,0.0,0.0
968,2.0,2.0,2.0,1.0,2.0
969,3.0,3.0,3.0,3.0,3.0
970,2.0,2.0,2.0,2.0,2.0
971,0.0,1.0,0.0,0.0,0.0
972,6.0,4.0,6.0,10.0,6.0
973,5.0,7.0,3.0,3.0,5.0
974,8.0,4.0,7.0,8.0,8.0
975,1.0,1.0,1.0,1.0,1.0
976,2.0,3.0,3.0,2.0,2.0
977,2.0,3.0,2.0,3.0,2.0
978,0.0,6.0,0.0,0.0,0.0
979,3.0,2.0,4.0,3.0,3.0
980,5.0,5.0,4.0,6.0,5.0
981,1.0,2.0,1.0,1.0,1.0
982,2.0,2.0,2.0,2.0,2.0
983,0.0,2.0,0.0,0.0,0.0
984,2.0,1.0,2.0,2.0,2.0
985,0.0,1.0,0.0,0.0,0.0
986,7.0,5.0,6.0,7.0,7.0
987,1.0,1.0,1.0,1.0,1.0
988,0.0,3.0,0.0,0.0,0.0
989,12.0,3.0,8.0,9.0,12.0
990,0.0,2.0,1.0,0.0,0.0
991,1.0,1.0,3.0,2.0,1.0
992,5.0,5.0,5.0,5.0,5.0
993,6.0,2.0,6.0,6.0,6.0
994,2.0,4.0,2.0,4.0,3.0
995,0.0,3.0,0.0,0.0,0.0
996,1.0,1.0,2.0,1.0,1.0
997,3.0,3.0,3.0,4.0,3.0
998,4.0,4.0,2.0,5.0,4.0
999,5.0,4.0,4.0,3.0,5.0
1000,1.0,1.0,2.0,1.0,1.0
1001,2.0,3.0,4.0,2.0,2.0
1002,4.0,5.0,4.0,3.0,4.0
1003,1.0,1.0,1.0,1.0,1.0
1004,6.0,5.0,2.0,7.0,6.0
1005,2.0,2.0,2.0,2.0,2.0
1006,6.0,5.0,6.0,5.0,6.0
1007,3.0,2.0,4.0,3.0,3.0
1008,2.0,2.0,2.0,2.0,2.0
1009,3.0,3.0,3.0,4.0,3.0
1010,8.0,6.0,5.0,6.0,9.0
1011,5.0,3.0,6.0,5.0,5.0
1012,5.0,5.0,2.0,5.0,5.0
1013,4.0,3.0,2.0,4.0,4.0
1014,3.0,1.0,6.0,3.0,3.0
1015,0.0,1.0,0.0,0.0,0.0
1016,4.0,4.0,3.0,4.0,4.0
1017,4.0,4.0,3.0,4.0,4.0
1018,6.0,6.0,6.0,7.0,6.0
1019,2.0,2.0,2.0,2.0,2.0
1020,4.0,3.0,3.0,4.0,4.0
1021,7.0,4.0,5.0,7.0,7.0
1022,4.0,4.0,3.0,4.0,4.0
1023,84.0,4.0,3.0,90.0,87.0
