,index,id,created,superceded_id,valid,classification_system,cell_type,pt_supervoxel_id,pt_root_id,pt_position_nrn,w_type,sign,w_idx,pt_position_soma,surf_area_um2,motor module,step contribution,class
617,616,2759,2024-01-08 20:53:22.863146+00:00,,t,22A,22A_anterior,72342781276008971,648518346491477434,[  9289 112087   2758],22A,1,617,[  8056 111232   2988],3707.924131,,,intrinsic neuron
618,617,2760,2024-01-08 20:53:22.875070+00:00,,t,22A,22A_anterior,72342781208866639,648518346498509296,[  8732 111473   2609],22A,1,618,[  7152 112976   2300],1472.093423,,,intrinsic neuron
619,618,2761,2024-01-08 20:53:22.887328+00:00,,t,22A,22A_anterior,72342781208891597,648518346515781882,[  8214 111351   2620],22A,1,619,[  7512 112560   2630],2116.152832,,,intrinsic neuron
620,619,2762,2024-01-08 20:53:22.900270+00:00,,t,22A,22A_anterior,72342781208952133,648518346491061880,[  8291 111582   2640],22A,1,620,[  7992 113408   2768],2284.956756,,,intrinsic neuron
621,620,2763,2024-01-08 20:53:22.912797+00:00,,t,22A,22A_anterior,72342781141689841,648518346478032109,[  8303 111396   2473],22A,1,621,[  6768 117360   2336],1055.03151,,,intrinsic neuron
622,621,2764,2024-01-08 20:53:22.925088+00:00,,t,22A,22A_anterior,72342781275990539,648518346494085664,[  9183 111992   2751],22A,1,622,,502.647962,,,intrinsic neuron
623,622,2765,2024-01-08 20:53:22.937019+00:00,,t,22A,22A_anterior,72342781141700172,648518346492614851,[  8769 111503   2473],22A,1,623,[  6768 117808   2243],1496.014215,,,intrinsic neuron
624,623,2766,2024-01-08 20:53:22.949925+00:00,,t,22A,22A_anterior,72342781208854799,648518346481967293,[  8593 111503   2609],22A,1,624,[  7282 112866   2550],2083.939097,,,intrinsic neuron
625,624,2767,2024-01-08 20:53:22.963593+00:00,,t,22A,22A_anterior,72342781141694911,648518346498115482,[  8464 111189   2473],22A,1,625,[  7632 115448   2363],3593.50092,,,intrinsic neuron
626,625,2768,2024-01-08 20:53:22.975663+00:00,,t,22A,22A_anterior,72342781208875658,648518346504980358,[  8377 111512   2619],22A,1,626,[  7944 114592   2838],2290.969321,,,intrinsic neuron
627,626,2769,2024-01-08 20:53:22.988375+00:00,,t,22A,22A_anterior,72342781141673116,648518346466159920,[  8660 111376   2473],22A,1,627,[  7360 111768   2519],2435.783628,,,intrinsic neuron
628,627,2770,2024-01-08 20:53:23.002093+00:00,,t,22A,22A_anterior,72342781141697391,648518346476747894,[  8685 111477   2473],22A,1,628,[  8048 113008   2326],2477.798382,,,intrinsic neuron
629,628,2771,2024-01-08 20:53:23.016120+00:00,,t,22A,22A_anterior,72342781208852559,648518346475826612,[  8634 111433   2609],22A,1,629,[  8016 114408   2446],2805.465052,,,intrinsic neuron
630,629,2772,2024-01-08 20:53:23.029461+00:00,,t,22A,22A_anterior,72342781141684745,648518346483958703,[  8570 111373   2473],22A,1,630,[  8344 115224   2286],2592.507501,,,intrinsic neuron
631,630,2773,2024-01-08 20:53:23.042410+00:00,,t,22A,22A_anterior,72342781141695197,648518346477699036,[  8848 111665   2473],22A,1,631,[  7816 113368   2234],1395.919152,,,intrinsic neuron
632,631,2774,2024-01-08 20:53:23.054859+00:00,,t,22A,22A_anterior,72342781208925771,648518346465266805,[  8495 111858   2640],22A,1,632,[  8054 113666   2857],3020.98615,,,intrinsic neuron
633,632,2775,2024-01-08 20:53:23.068090+00:00,,t,22A,22A_posterior,72342849928469105,648518346485624851,[  9482 112683   2655],22A,1,633,[  7272 111624   2389],4028.823596,,,intrinsic neuron
634,633,2776,2024-01-08 20:53:23.080488+00:00,,t,22A,22A_posterior,72342849995521232,648518346475456824,[  9911 113988   2759],22A,1,634,[  7960 117144   2761],2999.129374,,,intrinsic neuron
635,634,2777,2024-01-08 20:53:23.092767+00:00,,t,22A,22A_posterior,72342849995511796,648518346498554417,[  9838 113411   2762],22A,1,635,[  9864 115080   2982],3290.496319,,,intrinsic neuron
636,635,2778,2024-01-08 20:53:23.106576+00:00,,t,22A,22A_posterior,72342849995499107,648518346486241122,[ 10025 112937   2759],22A,1,636,[  9984 113440   3047],2346.145441,,,intrinsic neuron
637,636,2779,2024-01-08 20:53:23.118831+00:00,,t,22A,22A_posterior,72342849995562046,648518346482489748,[  9824 113824   2762],22A,1,637,[  6944 119560   2453],1082.920775,,,intrinsic neuron
638,637,2780,2024-01-08 20:53:23.133193+00:00,,t,22A,22A_posterior,72342849995504030,648518346496899330,[  9957 113167   2759],22A,1,638,[  9336 116256   3175],2868.532149,,,intrinsic neuron
639,638,2781,2024-01-08 20:53:23.146230+00:00,,t,22A,22A_posterior,72342781208859608,648518346521544953,[  8661 111325   2609],22A,1,639,[  6872 117408   2435],1607.35135,,,intrinsic neuron
640,639,2782,2024-01-08 20:53:23.158739+00:00,,t,22A,22A_posterior,72413218739604186,648518346476724086,[ 10566 113253   2728],22A,1,640,[  8488 117344   2940],3791.543187,,,intrinsic neuron
641,640,2783,2024-01-08 20:53:23.171243+00:00,,t,22A,22A_posterior,72342849995499222,648518346498635028,[  9552 113101   2759],22A,1,641,[  8176 118440   2921],1073.910733,,,intrinsic neuron
642,641,2784,2024-01-08 20:53:23.183611+00:00,,t,22A,22A_posterior,72342849995494712,648518346486234466,[ 10041 113541   2759],22A,1,642,[  9992 115216   3089],2338.191522,,,intrinsic neuron
643,642,2785,2024-01-08 20:53:23.196197+00:00,,t,22A,22A_posterior,72342849928323584,648518346502948595,[  9983 113186   2591],22A,1,643,[  8360 115944   2532],3525.258652,,,intrinsic neuron
644,643,2786,2024-01-08 20:53:23.208241+00:00,,t,22A,22A_posterior,72342849995491873,648518346498510418,[  9433 112850   2759],22A,1,644,[  8864 114240   2859],1666.751196,,,intrinsic neuron
645,644,2787,2024-01-08 20:53:23.219978+00:00,,t,22A,22A_posterior,72342849995504080,648518346489757548,[  9396 113240   2757],22A,1,645,[  8208 115160   2911],1645.077081,,,intrinsic neuron
646,645,2788,2024-01-08 20:53:23.231923+00:00,,t,22A,22A_posterior,72413150019961689,648518346488940381,[ 10333 112530   2702],22A,1,646,[  8032 113888   2558],4102.123711,,,intrinsic neuron
647,646,2789,2024-01-08 20:53:23.244625+00:00,,t,22A,22A_posterior,72342849995511439,648518346501643608,[ 10034 113003   2762],22A,1,647,[  9416 114200   3138],4446.48889,,,intrinsic neuron
648,647,2790,2024-01-08 20:53:23.256482+00:00,,t,22A,22A_posterior,72413218672591279,648518346490986669,[ 10776 113109   2655],22A,1,648,[  7440 116648   2514],2495.976977,,,intrinsic neuron
649,648,2791,2024-01-08 20:53:23.267967+00:00,,t,22A,22A_posterior,72342849995513916,648518346482309524,[ 10076 113242   2763],22A,1,649,[  9688 115176   3193],3916.331606,,,intrinsic neuron
650,649,2792,2024-01-08 20:53:23.279360+00:00,,t,22A,22A_posterior,72413150019961467,648518346498358170,[ 10419 112576   2702],22A,1,650,[  7472 114728   2521],3577.619287,,,intrinsic neuron
651,650,2793,2024-01-08 20:53:23.291088+00:00,,t,22A,22A_posterior,72342849995492351,648518346491361313,[ 10176 113390   2759],22A,1,651,[ 10584 116496   3283],10710.882077,,,intrinsic neuron
652,651,2794,2024-01-08 20:53:23.302856+00:00,,t,22A,22A_posterior,72342849995516105,648518346481030877,[  9522 113233   2762],22A,1,652,[  9192 118104   3157],2195.19313,,,intrinsic neuron
653,652,2795,2024-01-08 20:53:23.314199+00:00,,t,22A,22A_posterior,72342849995496697,648518346481868989,[  9573 112997   2759],22A,1,653,[  8720 120056   3113],2716.952886,,,intrinsic neuron
654,653,2796,2024-01-08 20:53:23.325618+00:00,,t,22A,22A_posterior,72413218739588751,648518346497326104,[ 10766 113754   2735],22A,1,654,[ 10448 115872   3149],5369.022066,,,intrinsic neuron
655,654,2797,2024-01-08 20:53:23.336652+00:00,,t,22A,22A_posterior,72342849995439836,648518346481680577,[  9956 112973   2728],22A,1,655,[  8568 115608   2850],5819.591897,,,intrinsic neuron
656,655,2798,2024-01-08 20:53:23.365551+00:00,,t,22A,22A_posterior,72342849995601570,648518346494439794,[  9980 113616   2786],22A,1,656,[  8720 113544   3064],3612.084107,,,intrinsic neuron
657,656,2799,2024-01-08 20:53:23.380384+00:00,,t,22A,22A_posterior,72342849995360328,648518346518549078,[ 10072 112810   2702],22A,1,657,[  8280 112168   2499],2309.976971,,,intrinsic neuron
658,657,2800,2024-01-08 20:53:23.394049+00:00,,t,22A,22A_posterior,72342849995312425,648518346526461399,[ 10097 112736   2702],22A,1,658,[  7856 114776   2719],3528.652056,,,intrinsic neuron
659,658,2801,2024-01-08 20:53:23.408818+00:00,,t,22A,22A_posterior,72342849995484962,648518346518548566,[  9468 113097   2757],22A,1,659,[  7560 119432   2739],987.112281,,,intrinsic neuron
660,659,2802,2024-01-08 20:53:23.421842+00:00,,t,22A,22A_posterior,72342849995512152,648518346497017240,[  9842 114053   2759],22A,1,660,[  7672 117128   2609],2721.181966,,,intrinsic neuron
661,660,2803,2024-01-08 20:53:23.434833+00:00,,t,22A,22A_posterior,72342849995571301,648518346506895138,[  9736 113478   2786],22A,1,661,[  8600 114640   2999],2946.745149,,,intrinsic neuron
662,661,2804,2024-01-08 20:53:23.447936+00:00,,t,22A,22A_posterior,72342849995508953,648518346490908077,[  9410 113087   2759],22A,1,662,[  7848 117768   2848],371.805835,,,intrinsic neuron
663,662,2805,2024-01-08 20:53:23.462176+00:00,,t,22A,22A_posterior,72342849995532372,648518346486958745,[  9714 113721   2759],22A,1,663,[  7968 118752   2820],1171.135358,,,intrinsic neuron
664,663,2806,2024-01-08 20:53:23.474958+00:00,,t,22A,22A_posterior,72342849995487134,648518346500416828,[ 10007 112970   2756],22A,1,664,[ 10840 114172   3061],2575.100503,,,intrinsic neuron
665,664,2807,2024-01-08 20:53:23.489037+00:00,,t,22A,22A_posterior,72342849995494143,648518346497261228,[ 10087 112773   2759],22A,1,665,[  7984 112368   2764],5879.781466,,,intrinsic neuron
666,665,2808,2024-01-08 20:53:23.502063+00:00,,t,22A,22A_posterior,72342849995509004,648518346494757803,[ 10112 113143   2762],22A,1,666,[  8552 115528   3069],3475.775571,,,intrinsic neuron
667,666,2809,2024-01-08 20:53:23.514280+00:00,,t,22A,22A_posterior,72413218739606396,648518346508855359,[ 10670 113370   2728],22A,1,667,[  9696 116656   3014],2915.428481,,,intrinsic neuron
668,667,2810,2024-01-08 20:53:23.526022+00:00,,t,22A,22A_posterior,72342849995497279,648518346491241505,[ 10046 113916   2759],22A,1,668,[  8600 117496   3047],3825.110184,,,intrinsic neuron
669,668,2811,2024-01-08 20:53:23.538413+00:00,,t,22A,22A_posterior,72342849928458717,648518346497004589,[  9870 112856   2655],22A,1,669,[  9080 114192   2620],5455.502718,,,intrinsic neuron
670,669,2812,2024-01-08 20:53:23.550954+00:00,,t,22A,22A_posterior,72413218739653917,648518346488561545,[ 10433 113247   2758],22A,1,670,[  9608 114512   3076],2920.642716,,,intrinsic neuron
671,670,2813,2024-01-08 20:53:23.565006+00:00,,t,22A,22A_posterior,72413218739636666,648518346491547454,[ 10485 113292   2758],22A,1,671,[ 10704 115216   3258],2547.338073,,,intrinsic neuron
672,671,2814,2024-01-08 20:53:23.577959+00:00,,t,22A,22A_posterior,72342849861402314,648518346496052811,[  9863 113876   2551],22A,1,672,[  6688 118440   2427],,,,intrinsic neuron
673,672,2815,2024-01-08 20:53:23.590585+00:00,,t,22A,22A_posterior,72342849861359262,648518346481897631,[ 10027 113856   2530],22A,1,673,[  7624 117992   2553],,,,intrinsic neuron
674,673,2816,2024-01-08 20:53:23.604285+00:00,,t,22A,22A_posterior,72342849928393664,648518346485495827,[ 10033 113036   2621],22A,1,674,[  8128 115224   2609],3035.496075,,,intrinsic neuron
675,674,2817,2024-01-08 20:53:23.618324+00:00,,t,22A,22A_posterior,72413287392063798,648518346480882141,[ 10910 114880   2678],22A,1,675,[  9008 116880   2866],9374.575218,,,intrinsic neuron
676,675,2818,2024-01-08 20:53:23.629641+00:00,,t,22A,22A_posterior,72413218672584079,648518346492165650,[ 10656 113193   2656],22A,1,676,[  8824 113152   2613],4183.823234,,,intrinsic neuron
677,676,2819,2024-01-08 20:53:23.641940+00:00,,t,22A,22A_posterior,72413218739658747,648518346480260518,[ 10245 112801   2762],22A,1,677,[  8232 112480   2583],2365.762189,,,intrinsic neuron
678,677,2820,2024-01-08 20:53:23.653952+00:00,,t,22A,22A_posterior,72342849995502029,648518346499504871,[ 10146 113903   2759],22A,1,678,[  9616 116920   3142],3008.646869,,,intrinsic neuron
679,678,2821,2024-01-08 20:53:23.665444+00:00,,t,22A,22A_posterior,72413218739651315,648518346498459441,[ 10324 113244   2762],22A,1,679,[  9784 116016   2926],2289.046293,,,intrinsic neuron
680,679,2822,2024-01-08 20:53:23.677378+00:00,,t,22A,22A_posterior,72342849995514051,648518346501395555,[  9836 113647   2759],22A,1,680,[  9208 115944   3049],3856.846017,,,intrinsic neuron
681,680,2823,2024-01-08 20:53:23.689928+00:00,,t,22A,22A_posterior,72413218739651331,648518346479399569,[ 10667 113172   2762],22A,1,681,[ 10640 114528   2931],3804.45147,,,intrinsic neuron
682,681,2824,2024-01-08 20:53:23.702656+00:00,,t,22A,22A_posterior,72342849995494314,648518346495873226,[  9476 112990   2759],22A,1,682,[  8384 116672   2993],489.663976,,,intrinsic neuron
683,682,2825,2024-01-08 20:53:23.714876+00:00,,t,22A,22A_posteriordorsal,72413218605174395,648518346474760386,[ 11614 114233   2443],22A,1,683,[  9464 113424   2462],2228.34047,,,intrinsic neuron
684,683,2826,2024-01-08 20:53:23.728436+00:00,,t,22A,22A_posteriordorsal,72342849928457182,648518346494821027,[  9451 112885   2655],22A,1,684,[  8186 113791   2668],2441.225083,,,intrinsic neuron
685,684,2827,2024-01-08 20:53:23.740363+00:00,,t,22A,22A_posteriordorsal,72413287392069362,648518346503093371,[ 10790 115616   2678],22A,1,685,[  8744 117040   2700],8299.106403,,,intrinsic neuron
686,685,2828,2024-01-08 20:53:23.753692+00:00,,t,22A,22A_posteriordorsal,72413287392074735,648518346480079604,[ 10816 115380   2678],22A,1,686,[  9752 115768   2774],10633.398937,,,intrinsic neuron
687,686,2829,2024-01-08 20:53:23.767482+00:00,,t,22A,22A_posteriordorsal,72342849928455042,648518346496930276,[  9676 112760   2655],22A,1,687,[  8096 113088   2437],5978.698034,,,intrinsic neuron
688,687,2830,2024-01-08 20:53:23.780656+00:00,,t,22A,22A_posteriordorsal,72413287392071163,648518346497012020,[ 10943 115593   2678],22A,1,688,[  9848 117456   2778],11155.388728,,,intrinsic neuron
689,688,2831,2024-01-08 20:53:23.792766+00:00,,t,22A,22A_posteriordorsal,72413287392072805,648518346486959841,[ 11006 115149   2678],22A,1,689,[  7400 119112   2641],5566.220985,,,intrinsic neuron
690,689,2832,2024-01-08 20:53:23.810161+00:00,,t,22A,22A_posteriordorsal,72413287392072961,648518346479956886,[ 10839 115500   2678],22A,1,690,[  8656 118392   2706],10089.935897,,,intrinsic neuron
691,690,2833,2024-01-08 20:53:23.827615+00:00,,t,22A,22A_primary,72413287324893847,648518346472054171,[ 11963 114842   2478],22A,1,691,[ 10112 114768   2644],10717.407247,,,intrinsic neuron
692,691,2834,2024-01-08 20:53:23.841233+00:00,,t,23B,23B,72765268149228236,648518346487589546,[ 22263 118856   1858],23B,1,692,[ 17920 116312   1540],5474.793938,,,intrinsic neuron
693,692,2835,2024-01-08 20:53:23.853980+00:00,,t,23B,23B,72765268149233154,648518346473251684,[ 22183 119879   1858],23B,1,693,[ 16636 119932   1501],6634.059141,,,intrinsic neuron
694,693,2836,2024-01-08 20:53:23.866637+00:00,,t,23B,23B,72765268149228355,648518346482935973,[ 21949 118901   1858],23B,1,694,[ 16248 116336   1545],7681.138506,,,intrinsic neuron
695,694,2837,2024-01-08 20:53:23.879379+00:00,,t,23B,23B,72765199429757354,648518346496594005,[ 21922 118767   1858],23B,1,695,[ 15464 116888   1103],3910.181207,,,intrinsic neuron
696,695,2838,2024-01-08 20:53:23.891848+00:00,,t,23B,23B,72765268149232839,648518346490903725,[ 22413 119402   1858],23B,1,696,[ 18424 116988   1381],5619.32887,,,intrinsic neuron
697,696,2839,2024-01-08 20:53:23.904936+00:00,,t,23B,23B,72835636893454666,648518346480630785,[ 23162 119443   1858],23B,1,697,[ 18792 119008   1113],4324.416806,,,intrinsic neuron
698,697,2840,2024-01-08 20:53:23.917245+00:00,,t,23B,23B,72835636893454522,648518346475308344,[ 23108 119170   1858],23B,1,698,[ 15552 118056   1174],3457.143849,,,intrinsic neuron
699,698,2841,2024-01-08 20:53:23.930275+00:00,,t,23B,23B,72765268149228933,648518346481854367,[ 22302 119919   1858],23B,1,699,[ 13744 119928   1119],4323.06414,,,intrinsic neuron
700,699,2842,2024-01-08 20:53:23.942849+00:00,,t,23B,23B,72765268149232678,648518346496014736,[ 21397 119013   1858],23B,1,700,[ 18323 116097   1635],11282.31708,,,intrinsic neuron
701,700,2843,2024-01-08 20:53:23.954937+00:00,,t,23B,23B,72765268149228887,648518346499745118,[ 21833 119853   1858],23B,1,701,[ 18224 117992   1449],3888.275157,,,intrinsic neuron
702,701,2844,2024-01-08 20:53:23.967536+00:00,,t,23B,23B,72835636893463460,648518346495765410,[ 22620 119676   1858],23B,1,702,[ 13952 119016   1188],4314.896468,,,intrinsic neuron
703,702,2845,2024-01-08 20:53:23.979068+00:00,,t,23B,23B,72835636893470803,648518346504226856,[ 22710 119466   1858],23B,1,703,[ 19096 118144   1337],5634.527659,,,intrinsic neuron
704,703,2846,2024-01-08 20:53:23.990812+00:00,,t,23B,23B,72835636893470675,648518346489098474,[ 23260 119274   1858],23B,1,704,[ 17696 119624   1034],4159.805576,,,intrinsic neuron
705,704,2847,2024-01-08 20:53:24.003366+00:00,,t,23B,23B,72694899337981239,648518346497028653,[ 19596 118809   1796],23B,1,705,[ 17376 114940   1680],7997.376774,,,intrinsic neuron
706,705,2848,2024-01-08 20:53:24.015386+00:00,,t,23B,23B,72765268149229024,648518346491196963,[ 22366 120109   1858],23B,1,706,[ 14856 122792   1184],4800.152097,,,intrinsic neuron
707,706,2849,2024-01-08 20:53:24.031409+00:00,,t,23B,23B,72765268149233018,648518346491690426,[ 22347 119797   1858],23B,1,707,[ 17456 119360   1367],4050.511808,,,intrinsic neuron
708,707,2850,2024-01-08 20:53:24.043546+00:00,,t,23B,23B,72835636893468273,648518346480858333,[ 23050 119401   1858],23B,1,708,[ 20664 119248    826],4672.286257,,,intrinsic neuron
709,708,2851,2024-01-08 20:53:24.055232+00:00,,t,23B,23B,72835568173958351,648518346517510949,[ 22946 118686   1858],23B,1,709,[ 22072 113104    984],4717.935448,,,intrinsic neuron
710,709,2852,2024-01-08 20:53:24.067311+00:00,,t,23B,23B,72765199429773842,648518346521755385,[ 22129 118583   1858],23B,1,710,[ 14872 115856   1421],4213.50876,,,intrinsic neuron
711,710,2853,2024-01-08 20:53:24.079609+00:00,,t,23B,23B,72765268149235139,648518346500428860,[ 22431 120008   1858],23B,1,711,[ 14640 123520   1099],2430.790391,,,intrinsic neuron
712,711,2854,2024-01-08 20:53:24.091360+00:00,,t,23B,23B,72765268149241432,648518346480843521,[ 22294 119167   1858],23B,1,712,[ 14460 118320   1567],9052.079757,,,intrinsic neuron
713,712,2855,2024-01-08 20:53:24.104018+00:00,,t,23B,23B,72765268149234923,648518346490574940,[ 22174 119646   1858],23B,1,713,[ 15896 119632   1191],6167.312744,,,intrinsic neuron
714,713,2856,2024-01-08 20:53:24.116139+00:00,,t,23B,23B,72835636893481114,648518346496989156,[ 22953 119634   1858],23B,1,714,[ 17184 119504   1134],5399.658837,,,intrinsic neuron
715,714,2857,2024-01-08 20:53:47.948125+00:00,,t,01B,01B,72623981911722874,648518346493366044,[ 18422 102813   3826],01B,-1,715,[ 16264 102000   3801],2813.090868,,,intrinsic neuron
716,715,2858,2024-01-08 20:53:47.948841+00:00,,t,01B,01B,72694419375393517,648518346493073326,[ 18560 106146   3812],01B,-1,716,[ 19040 104504   3821],6557.469063,,,intrinsic neuron
717,716,2859,2024-01-08 20:53:47.949517+00:00,,t,01B,01B,72694488094861636,648518346480667350,[ 18916 106862   3812],01B,-1,717,[ 22425 104374   3822],2085.818302,,,intrinsic neuron
718,717,2860,2024-01-08 20:53:47.950185+00:00,,t,01B,01B,72764856839048966,648518346500597052,[ 22074 107625   3813],01B,-1,718,[ 24508 105607   3807],2347.181814,,,intrinsic neuron
719,718,2861,2024-01-08 20:53:47.950834+00:00,,t,04B,04B_ventroposterior_loop,72905731766260560,648518346481237338,[ 25042 112007   3738],04B,1,719,[ 28504 107792   3826],4296.34141,,,intrinsic neuron
720,719,2862,2024-01-08 20:53:47.951578+00:00,,t,07B,07B,73116218852413494,648518346478124525,[31269 93803  2469],07B,1,720,[33640 84760  2147],2255.282098,,,intrinsic neuron
721,720,2863,2024-01-08 20:53:47.952233+00:00,,t,07B,07B,73116287639064594,648518346466207024,[30760 95007  2629],07B,1,721,[32272 87616  2433],3570.53182,,,intrinsic neuron
722,721,2864,2024-01-08 20:53:47.952899+00:00,,t,08A,08A_ventral_core,72905112619873377,648518346493877496,[25918 93102  2484],08A,-1,722,[27128 83016  2363],2474.546024,,,intrinsic neuron
723,722,2865,2024-01-08 20:53:47.953503+00:00,,t,12B,12B,73398587517996032,648518346510213414,[ 40824 118870   3164],12B,-1,723,[ 38192 119824   3500],3709.733739,,,intrinsic neuron
724,723,2866,2024-01-08 20:53:47.954138+00:00,,t,13B,13B,73186931797807586,648518346466234672,[ 33799 102715   3599],13B,-1,724,[ 37416 102208   3716],3395.464487,,,intrinsic neuron
725,724,2867,2024-01-08 20:53:47.954747+00:00,,t,13B,13B,73186931731023844,648518346476749686,[ 33374 102443   3576],13B,-1,725,[ 34816 108424   3568],3968.049265,,,intrinsic neuron
726,725,2868,2024-01-08 20:53:47.955369+00:00,,t,16B,16B,72905112552766614,648518346490116058,[26374 93485  2347],16B,-1,726,[27408 83232  2006],1851.321165,,,intrinsic neuron
727,726,2869,2024-01-08 20:53:47.955993+00:00,,t,22A,22A_posterior,72342849995501683,648518346494002936,[  9633 113145   2759],22A,1,727,[  8200 118568   3008],1247.334306,,,intrinsic neuron
728,727,2870,2024-01-08 20:53:47.956606+00:00,,t,22A,22A_posterior,72342849995501746,648518346515453255,[  9612 113327   2759],22A,1,728,[  9704 114176   2985],1458.137304,,,intrinsic neuron
729,728,2871,2024-01-08 20:53:47.957238+00:00,,t,22A,22A_posterior,72413218739646831,648518346491749288,[ 10351 113707   2759],22A,1,729,[  9472 113896   2912],2383.923973,,,intrinsic neuron
730,729,2872,2024-01-08 20:53:47.957856+00:00,,t,22A,22A_posterior,72413218739429529,648518346489128170,[ 10340 112679   2702],22A,1,730,[  9744 114528   2761],967.707711,,,intrinsic neuron
731,730,2873,2024-01-08 20:53:47.958467+00:00,,t,22A,22A_posterior,72413150020127131,648518346506838818,[ 10631 112591   2732],22A,1,731,[  9064 113752   2756],2914.696709,,,intrinsic neuron
732,731,2874,2024-01-08 20:53:47.959204+00:00,,t,22A,22A_posterior,72342849861352403,648518346501974378,[  9801 113618   2530],22A,1,732,[  8112 116824   2465],2152.052201,,,intrinsic neuron
733,732,2875,2024-01-08 20:53:47.959824+00:00,,t,22A,22A_posterior,72342849861359167,648518346487070873,[  9634 113789   2530],22A,1,733,[  7456 115640   2486],1962.0787,,,intrinsic neuron
734,0,279,2022-05-02 19:38:09.218288+00:00,,t,A1_T1L,sternal_posterior_rotator_in_thorax_miller_32,72483655733552219,648518346489802071,[ 12726 115166   1861],sternal_posterior_rotator_in_thorax_miller_32,1,734,[ 12784 115192   1862],8534.600161,coxa stance,stance,motor neuron
735,1,280,2022-05-02 19:38:09.326692+00:00,,t,A1_T1L,sternal_posterior_rotator_in_thorax_miller_32,72413355507544480,648518346490738941,[ 11145 117357   1478],sternal_posterior_rotator_in_thorax_miller_32,1,735,[ 11144 117336   1478],11338.044343,coxa stance,stance,motor neuron
736,2,281,2022-05-02 19:38:09.341395+00:00,,t,A1_T1L,sternal_posterior_rotator_in_thorax_miller_32,72413286922170067,648518346488854257,[ 10952 116017   1681],sternal_posterior_rotator_in_thorax_miller_32,1,736,[ 10912 116168   1681],19426.901487,coxa stance,stance,motor neuron
737,3,283,2022-05-02 19:38:09.368249+00:00,,t,A4_T1L,pleural_remotor_and_abductor_in_thorax_miller_29,72834537583100984,648518346483047589,[24350 87262  2285],pleural_remotor_and_abductor_in_thorax_miller_29,1,737,[24448 88336  2310],18914.638704,coxa stance,stance,motor neuron
738,4,285,2022-05-02 19:38:09.395668+00:00,,t,A4_T1L,sternal_adductor_miller_in_thorax_miller_33,72904975181026144,648518346478125293,[26181 89068  2521],sternal_adductor_miller_in_thorax_miller_33,1,738,[27096 88688  2522],9677.007417,coxa swing,swing,motor neuron
739,5,287,2022-05-02 19:38:09.421594+00:00,,t,A2_T1L,trochanter_flexor_in_coxa_AcPst,72413355373453175,648518346477140752,[ 10872 118153   1266],trochanter_flexor_in_coxa_AcPst,1,739,[ 10464 118400   1262],2736.020746,femur/tr flex,stance,motor neuron
740,6,289,2022-05-02 19:38:09.447651+00:00,,t,A3_T1L,trochanter_flexor_in_coxa_Ac,72834468863862859,648518346495952784,[22736 85820  2309],trochanter_flexor_in_coxa_Ac,1,740,[22152 85304  2317],14939.387619,femur/tr flex,stance,motor neuron
741,7,282,2022-05-02 19:38:09.354568+00:00,,t,A1_T1L,sternal_posterior_rotator_in_thorax_miller_32,72342986830511451,648518346491281272,[  9590 117780   1629],sternal_posterior_rotator_in_thorax_miller_32,1,741,[  9696 117672   1634],14935.119801,coxa stance,stance,motor neuron
742,8,284,2022-05-02 19:38:09.382134+00:00,,t,A4_T1L,pleural_remotor_and_abductor_in_thorax_miller_29,72693868814306475,648518346479077839,[19270 88811  2289],pleural_remotor_and_abductor_in_thorax_miller_29,1,742,[18928 87968  2289],17409.144422,coxa stance,stance,motor neuron
743,9,286,2022-05-02 19:38:09.408566+00:00,,t,A2_T1L,trochanter_flexor_in_coxa_AcPst,72483655666524185,648518346481524623,[ 14058 115317   1758],trochanter_flexor_in_coxa_AcPst,1,743,[ 13703 115113   1749],5310.921873,femur/tr flex,stance,motor neuron
744,10,288,2022-05-02 19:38:09.434651+00:00,,t,A3_T1L,trochanter_flexor_in_coxa_Ac,72623431283432202,648518346466168368,[17583 86886  2142],trochanter_flexor_in_coxa_Ac,1,744,[18616 87288  2182],11639.432641,femur/tr flex,stance,motor neuron
745,11,290,2022-05-02 19:38:09.460706+00:00,,t,A3_T1L,trochanter_flexor_in_coxa_Ac,72764168838880663,648518346504272480,[21575 87200  2242],trochanter_flexor_in_coxa_Ac,1,745,[20752 86576  2240],20183.359494,femur/tr flex,stance,motor neuron
746,12,291,2022-05-02 19:38:09.473362+00:00,,t,D1_T1L,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,72975343790906622,648518346517437482,[28385 88521  2251],tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,1,746,[29080 87520  2246],15272.251082,coxa swing,swing,motor neuron
747,13,292,2022-05-02 19:38:09.486261+00:00,,t,D1_T1L,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,72975275004512296,648518346487756866,[26759 87253  2174],tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,1,747,[27024 86012  2179],9621.041315,coxa swing,swing,motor neuron
748,14,293,2022-05-02 19:38:09.498455+00:00,,t,D2_T1L,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,73116080876550816,648518346491659326,[31494 89253  1423],tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,1,748,[30304 89032  1429],19231.363754,coxa swing,swing,motor neuron
