,index,id,created,superceded_id,valid,classification_system,cell_type,pt_supervoxel_id,pt_root_id,pt_position_nrn,w_type,sign,w_idx,pt_position_soma,surf_area_um2,motor module,step contribution,class
479,478,2621,2024-01-08 20:53:21.141546+00:00,,t,17A,17A_dorsal_lateral,72623637307825961,648518346479396796,[16494 93643  1927],17A,1,479,[15544 91680  1905],10189.566435,,,intrinsic neuron
480,479,2622,2024-01-08 20:53:21.153495+00:00,,t,17A,17A_dorsal_post,72834743473234385,648518346501391501,[23843 93043  1780],17A,1,480,[30304 86336  1805],9624.27819,,,intrinsic neuron
481,480,2623,2024-01-08 20:53:21.166447+00:00,,t,17A,17A_dorsal_post,72834674820722635,648518346488234782,[23643 92060  1860],17A,1,481,[24584 89736  1773],20291.564974,,,intrinsic neuron
482,481,2624,2024-01-08 20:53:21.178323+00:00,,t,17A,17A_dorsal_post,72764374728970255,648518346510021158,[21199 93450  1739],17A,1,482,[23264 88696  1671],7865.151422,,,intrinsic neuron
483,482,2625,2024-01-08 20:53:21.190593+00:00,,t,17A,17A_dorsal_post,72834674820750226,648518346503172851,[23385 92076  1860],17A,1,483,[21560 88688  1875],13231.753201,,,intrinsic neuron
484,483,2626,2024-01-08 20:53:21.202635+00:00,,t,17A,17A_dorsal_post,72905043497967844,648518346524096261,[26032 91710  1777],17A,1,484,[29752 81032  1919],5614.647929,,,intrinsic neuron
485,484,2627,2024-01-08 20:53:21.214559+00:00,,t,17A,17A_dorsal_post_boutons,72834743473229644,648518346501425174,[23926 92840  1780],17A,1,485,[25104 90480  2095],11606.489867,,,intrinsic neuron
486,485,2628,2024-01-08 20:53:21.226823+00:00,,t,17A,17A_dorsal_post_mirrored,72905112284369495,648518346481902751,[25585 93230  1869],17A,1,486,[27096 90168  1865],14179.593773,,,intrinsic neuron
487,486,2629,2024-01-08 20:53:21.239233+00:00,,t,19A,19A_dorsal_rind,72483380721452845,648518346497415960,[ 12393 108382   1620],19A,-1,487,[ 12944 112784   1426],6677.427122,,,intrinsic neuron
488,487,2630,2024-01-08 20:53:21.251313+00:00,,t,19A,19A_dorsal_rind,72413011977281631,648518346500275711,[ 11556 107981   1610],19A,-1,488,[ 13636 106020   1479],4384.461135,,,intrinsic neuron
489,488,2631,2024-01-08 20:53:21.263137+00:00,,t,19A,19A_dorsal_rind,72483449440955806,648518346475328056,[ 12463 108670   1620],19A,-1,489,[ 11864 113264   1526],21940.261273,,,intrinsic neuron
490,489,2632,2024-01-08 20:53:21.274505+00:00,,t,19A,19A_dorsal_rind,72553818117957355,648518346499887941,[ 14434 109757   1496],19A,-1,490,[ 13472 116016   1363],12312.911422,,,intrinsic neuron
491,490,2633,2024-01-08 20:53:21.285838+00:00,,t,19A,19A_dorsal_rind,72413080696826881,648518346474102893,[ 12046 108549   1620],19A,-1,491,[ 11616 112744   1741],4432.461632,,,intrinsic neuron
492,491,2634,2024-01-08 20:53:21.296943+00:00,,t,19A,19A_dorsal_rind,72413149483537745,648518346498412564,[ 11153 111110   1796],19A,-1,492,[ 11848 115312   1500],17545.547369,,,intrinsic neuron
493,492,2635,2024-01-08 20:53:21.308334+00:00,,t,19A,19A_dorsal_rind,72483449373840157,648518346481195488,[ 13833 109783   1496],19A,-1,493,[ 15944 112424   1430],10910.703589,,,intrinsic neuron
494,493,2636,2024-01-08 20:53:21.321488+00:00,,t,19A,19A_dorsal_rind,72483449373837839,648518346507686777,[ 14302 109117   1496],19A,-1,494,[ 22433 111634   1036],13055.088997,,,intrinsic neuron
495,494,2637,2024-01-08 20:53:21.334512+00:00,,t,19A,19A_dorsal_rind,72483380721429396,648518346493114544,[ 13551 107926   1620],19A,-1,495,[ 21920 110048   1087],3298.580783,,,intrinsic neuron
496,495,2638,2024-01-08 20:53:21.347072+00:00,,t,19A,19A_dorsal_rind,72483449373863532,648518346493430770,[ 14005 110250   1505],19A,-1,496,[ 18728 113328   1247],26632.280867,,,intrinsic neuron
497,496,2639,2024-01-08 20:53:21.360020+00:00,,t,19A,19A_dorsal_rind,72553886837527652,648518346481710273,[ 14876 112260   1505],19A,-1,497,[ 15216 114208   1355],21470.292325,,,intrinsic neuron
498,497,2640,2024-01-08 20:53:21.372902+00:00,,t,19A,19A_dorsal_rind,72483380654302873,648518346501414166,[ 14050 108297   1473],19A,-1,498,[ 17936 111048   1274],24418.309118,,,intrinsic neuron
499,498,2641,2024-01-08 20:53:21.386120+00:00,,t,19A,19A_dorsal_rind,72553749398438996,648518346495865419,[ 14778 107780   1473],19A,-1,499,[ 16888 112768   1252],2404.50433,,,intrinsic neuron
500,499,2642,2024-01-08 20:53:21.398697+00:00,,t,19A,19A_dorsal_rind,72553818117915217,648518346496045163,[ 14836 108903   1473],19A,-1,500,[ 20392 110160   1145],12692.080548,,,intrinsic neuron
501,500,2643,2024-01-08 20:53:21.411837+00:00,,t,19A,19A_dorsal_rind,72553749398439410,648518346494588437,[ 15040 108437   1473],19A,-1,501,[ 19736 108776   1206],3127.125041,,,intrinsic neuron
502,501,2644,2024-01-08 20:53:21.424072+00:00,,t,19A,19A_dorsal_rind,72553818117989814,648518346491849128,[ 14492 110467   1505],19A,-1,502,[ 17096 114616   1209],31044.862208,,,intrinsic neuron
503,502,2645,2024-01-08 20:53:21.435983+00:00,,t,19A,19A_dorsal_rind,72483380721505294,648518346510192422,[ 13569 107493   1620],19A,-1,503,[ 14448 111920   1387],21716.628557,,,intrinsic neuron
504,503,2646,2024-01-08 20:53:21.448121+00:00,,t,19A,19A_dorsal_rind,72483380654298630,648518346490926371,[ 14227 108353   1473],19A,-1,504,[ 16760 111440   1413],3291.927817,,,intrinsic neuron
505,504,2647,2024-01-08 20:53:21.460433+00:00,,t,19A,19A_dorsal_rind,72413011977298417,648518346505024371,[ 11663 108002   1610],19A,-1,505,[ 12616 109232   1468],4515.333814,,,intrinsic neuron
506,505,2648,2024-01-08 20:53:21.472415+00:00,,t,19A,19A_dorsal_rind,72483449373874269,648518346494407163,[ 14043 109483   1517],19A,-1,506,[ 13272 116904   1200],11337.552882,,,intrinsic neuron
507,506,2649,2024-01-08 20:53:21.484118+00:00,,t,19A,19A_dorsal_rind,72553818117954486,648518346496359485,[ 14509 109319   1496],19A,-1,507,[ 17864 113056   1408],12148.527623,,,intrinsic neuron
508,507,2650,2024-01-08 20:53:21.496617+00:00,,t,19A,19A_dorsal_rind,72483380721465775,648518346487729043,[ 12773 108363   1620],19A,-1,508,[ 13320 113160   1586],9853.889378,,,intrinsic neuron
509,508,2651,2024-01-08 20:53:21.508135+00:00,,t,19A,19A_dorsal_rind,72553818117905769,648518346484282663,[ 14870 108810   1473],19A,-1,509,[ 20336 111984   1110],3583.18472,,,intrinsic neuron
510,509,2652,2024-01-08 20:53:21.519767+00:00,,t,19A,19A_dorsal_rind,72413011977576327,648518346490888957,[ 11487 107183   1668],19A,-1,510,[ 14784 106864   1426],5445.023132,,,intrinsic neuron
511,510,2653,2024-01-08 20:53:21.532125+00:00,,t,19A,19A_lateral,72272274690030031,648518346531401754,[  7396 107800   1965],19A,-1,511,[  8280 112088   1846],6419.460215,,,intrinsic neuron
512,511,2654,2024-01-08 20:53:21.544134+00:00,,t,19A,19A_lateral,72342643434352251,648518346472653065,[  8414 107220   1965],19A,-1,512,[ 11440 106840   1601],4585.742668,,,intrinsic neuron
513,512,2655,2024-01-08 20:53:21.556132+00:00,,t,19A,19A_lateral,72272274690027016,648518346497743606,[  7820 107617   1965],19A,-1,513,[ 11176 110208   1608],6522.036466,,,intrinsic neuron
514,513,2656,2024-01-08 20:53:21.568245+00:00,,t,19A,19A_lateral,72272274690035829,648518346502133065,[  7763 107762   1965],19A,-1,514,[  9544 109912   1761],7626.349262,,,intrinsic neuron
515,514,2657,2024-01-08 20:53:21.582698+00:00,,t,19A,19A_mid,72413080763938321,648518346481175008,[ 10510 110220   1778],19A,-1,515,[ 10400 112832   1711],5642.451631,,,intrinsic neuron
516,515,2658,2024-01-08 20:53:21.596906+00:00,,t,19A,19A_mid,72413080763884910,648518346488659278,[ 11046 110377   1746],19A,-1,516,[ 11552 112552   1629],3137.576832,,,intrinsic neuron
517,516,2659,2024-01-08 20:53:21.609841+00:00,,t,19A,19A_mid,72342712086873607,648518346494008718,[  9740 110316   1872],19A,-1,517,[ 10904 109984   1717],2313.744452,,,intrinsic neuron
518,517,2660,2024-01-08 20:53:21.622877+00:00,,t,19A,19A_mid,72342780940406087,648518346489764293,[  8890 110973   2095],19A,-1,518,[  8432 112640   1970],6004.1966,,,intrinsic neuron
519,518,2661,2024-01-08 20:53:21.638579+00:00,,t,19A,19A_mid,72413149483412625,648518346498429489,[ 10298 111020   1746],19A,-1,519,[  8168 113328   1885],3999.436722,,,intrinsic neuron
520,519,2662,2024-01-08 20:53:21.651192+00:00,,t,19A,19A_mid,72342780940405925,648518346495481014,[  9063 110759   2095],19A,-1,520,[  7800 113776   2061],13370.935335,,,intrinsic neuron
521,520,2663,2024-01-08 20:53:21.663841+00:00,,t,19A,19A_mid,72413080763944556,648518346479148752,[ 10340 109799   1778],19A,-1,521,[  8872 114184   1725],3458.707227,,,intrinsic neuron
522,521,2664,2024-01-08 20:53:21.677216+00:00,,t,19A,19A_mid,72342780806320814,648518346500607155,[  9772 110602   1872],19A,-1,522,[  9040 113360   1809],3204.016969,,,intrinsic neuron
523,522,2665,2024-01-08 20:53:21.691122+00:00,,t,19A,19A_mid,72413080763935857,648518346491719697,[ 10410 109743   1778],19A,-1,523,[ 10296 114312   1548],3332.25421,,,intrinsic neuron
524,523,2666,2024-01-08 20:53:21.704583+00:00,,t,19A,19A_mid,72413080763936350,648518346488968169,[ 10683 110450   1778],19A,-1,524,[ 10872 111864   1784],2707.521729,,,intrinsic neuron
525,524,2667,2024-01-08 20:53:21.716742+00:00,,t,19B,19B,73820799177797612,648518346490998819,[ 52550 120283   1616],19B,1,525,[ 54680 116280   1686],18253.619553,,,intrinsic neuron
526,525,2668,2024-01-08 20:53:21.728925+00:00,,t,19B,19B_primary,73891167921933971,648518346489985111,[ 53733 120557   1616],19B,1,526,[ 55488 118712   1647],31655.060814,,,intrinsic neuron
527,526,2669,2024-01-08 20:53:21.740593+00:00,,t,20A,20A,72554025215988107,648518346483978269,[ 14872 115926   3291],20A,1,527,[ 16552 117592   3689],2233.946428,,,intrinsic neuron
528,527,2670,2024-01-08 20:53:21.753032+00:00,,t,20A,20A,72554025215975080,648518346478870644,[ 14919 115790   3291],20A,1,528,[ 20472 116424   3582],3783.318224,,,intrinsic neuron
529,528,2671,2024-01-08 20:53:21.765312+00:00,,t,20A,20A,72554025215982642,648518346467213319,[ 14716 115905   3291],20A,1,529,[ 16704 116856   3733],2641.903663,,,intrinsic neuron
530,529,2672,2024-01-08 20:53:21.776993+00:00,,t,20A,20A,72554024947632244,648518346497861366,[ 14713 115476   2808],20A,1,530,[ 15680 116328   3657],2637.816572,,,intrinsic neuron
531,530,2673,2024-01-08 20:53:21.789655+00:00,,t,20A,20A,72554025215985566,648518346486881761,[ 15125 115956   3291],20A,1,531,[ 17720 119208   3787],3524.07434,,,intrinsic neuron
532,531,2674,2024-01-08 20:53:21.801836+00:00,,t,20A,20A,72554025215972598,648518346494414613,[ 14650 115656   3291],20A,1,532,[ 17680 117144   3662],3336.515895,,,intrinsic neuron
533,532,2675,2024-01-08 20:53:21.814259+00:00,,t,20A,20A,72554025215975097,648518346490124471,[ 15036 115854   3291],20A,1,533,[ 19568 115064   3712],3979.396531,,,intrinsic neuron
534,533,2676,2024-01-08 20:53:21.826143+00:00,,t,20A,20A,72554024947600543,648518346493419292,[ 14796 115700   2808],20A,1,534,[ 14256 116976   3610],4993.821592,,,intrinsic neuron
535,534,2677,2024-01-08 20:53:21.838501+00:00,,t,20A,20A,72483656471825114,648518346495315382,[ 14287 115755   3291],20A,1,535,[ 14776 115944   3421],5060.473551,,,intrinsic neuron
536,535,2678,2024-01-08 20:53:21.850799+00:00,,t,20A,20A,72554025215946232,648518346500614835,[ 14796 115970   3291],20A,1,536,[ 16360 116992   3592],3740.747449,,,intrinsic neuron
537,536,2679,2024-01-08 20:53:21.862839+00:00,,t,20A,20A,72554024947676831,648518346504034344,[ 14779 115534   2808],20A,1,537,[ 19752 118744   3866],2702.041701,,,intrinsic neuron
538,537,2680,2024-01-08 20:53:21.874967+00:00,,t,20A,20A,72554024947632373,648518346485508627,[ 14745 115620   2808],20A,1,538,[ 14184 116312   3512],3976.815643,,,intrinsic neuron
539,538,2681,2024-01-08 20:53:21.886844+00:00,,t,20A,20A,72554024947697649,648518346512226751,[ 14894 115712   2808],20A,1,539,[ 13328 117568   3525],5014.077442,,,intrinsic neuron
540,539,2682,2024-01-08 20:53:21.898736+00:00,,t,20A,20A,72624393960227649,648518346480131813,[ 16453 116326   3321],20A,1,540,[ 17376 116312   3493],4975.821276,,,intrinsic neuron
541,540,2683,2024-01-08 20:53:21.911796+00:00,,t,20A,20A,72554025215967633,648518346478626900,[ 14413 115586   3291],20A,1,541,[ 16840 115544   3553],3386.823599,,,intrinsic neuron
542,541,2684,2024-01-08 20:53:21.926864+00:00,,t,20A,20A,72554025215982620,648518346494014475,[ 14812 115840   3291],20A,1,542,[ 17208 118216   3745],2895.019452,,,intrinsic neuron
543,542,2685,2024-01-08 20:53:21.941455+00:00,,t,20A,20A,72554025215979905,648518346487705922,[ 14370 115656   3291],20A,1,543,[ 18320 116280   3593],3935.567629,,,intrinsic neuron
544,543,2686,2024-01-08 20:53:21.954647+00:00,,t,20A,20A,72554025215977553,648518346486853091,[ 14583 115862   3291],20A,1,544,[ 19944 117248   3813],5047.617116,,,intrinsic neuron
545,544,2687,2024-01-08 20:53:21.967427+00:00,,t,20A,20A,72554025215975162,648518346490013747,[ 14486 115896   3291],20A,1,545,[ 15304 117672   3645],5226.553575,,,intrinsic neuron
546,545,2688,2024-01-08 20:53:21.979165+00:00,,t,20A,20A,72554025215990530,648518346526442199,[ 14442 115720   3291],20A,1,546,[ 16960 115992   3666],3090.361088,,,intrinsic neuron
547,546,2689,2024-01-08 20:53:21.991098+00:00,,t,20A,20A,72554025215965226,648518346509768649,[ 14493 115796   3291],20A,1,547,[ 15784 116168   3546],3033.804132,,,intrinsic neuron
548,547,2690,2024-01-08 20:53:22.002991+00:00,,t,20A,20A,72554024947624049,648518346495705451,[ 14982 115716   2808],20A,1,548,[ 18432 117632   3803],2060.573657,,,intrinsic neuron
549,548,2691,2024-01-08 20:53:22.014971+00:00,,t,20A,20A,72483656471832851,648518346488678025,[ 14213 115819   3291],20A,1,549,[ 19384 116248   3676],4117.916741,,,intrinsic neuron
550,549,2692,2024-01-08 20:53:22.028022+00:00,,t,20A,20A,72554025215982506,648518346482314900,[ 14567 115686   3291],20A,1,550,[ 18384 118536   3783],1995.677509,,,intrinsic neuron
551,550,2693,2024-01-08 20:53:22.039962+00:00,,t,20A,20A,72554025216000360,648518346475521920,[ 14396 115777   3291],20A,1,551,[ 21008 118288   3881],3148.86464,,,intrinsic neuron
552,551,2694,2024-01-08 20:53:22.052693+00:00,,t,20A,20A,72554025215987968,648518346493078258,[ 14717 115753   3291],20A,1,552,[ 19784 118560   3787],1577.012504,,,intrinsic neuron
553,552,2695,2024-01-08 20:53:22.065071+00:00,,t,20A,20A,72554025215987975,648518346500966044,[ 14626 115785   3291],20A,1,553,[ 22912 113584   3774],2089.66165,,,intrinsic neuron
554,553,2696,2024-01-08 20:53:22.077000+00:00,,t,21A,21A,72483655934890702,648518346465109621,[ 13545 115282   2280],21A,-1,554,[ 10928 115648   2410],14145.848412,,,intrinsic neuron
555,554,2697,2024-01-08 20:53:22.088962+00:00,,t,21A,21A,72483655934551489,648518346509377402,[ 12796 114999   2186],21A,-1,555,[  7536 115416   1963],11744.808026,,,intrinsic neuron
556,555,2698,2024-01-08 20:53:22.100149+00:00,,t,21A,21A,72483655934551074,648518346486627716,[ 14179 114910   2186],21A,-1,556,[  7584 120648   1924],2711.410266,,,intrinsic neuron
557,556,2699,2024-01-08 20:53:22.112190+00:00,,t,21A,21A,72483655934558385,648518346501920585,[ 14049 115076   2186],21A,-1,557,[  7640 120072   1710],1232.774182,,,intrinsic neuron
558,557,2700,2024-01-08 20:53:22.123644+00:00,,t,21A,21A,72483587215154335,648518346496818300,[ 13879 114452   2186],21A,-1,558,[  8384 121272   2518],4535.14578,,,intrinsic neuron
559,558,2701,2024-01-08 20:53:22.135326+00:00,,t,21A,21A,72483655934550865,648518346478715764,[ 13605 114923   2186],21A,-1,559,[  8936 116248   2056],3399.617307,,,intrinsic neuron
560,559,2702,2024-01-08 20:53:22.149144+00:00,,t,21A,21A,72483655934574947,648518346481123040,[ 14093 115413   2187],21A,-1,560,[  8352 117680   2046],15357.074053,,,intrinsic neuron
561,560,2703,2024-01-08 20:53:22.162506+00:00,,t,21A,21A,72483655934553100,648518346499935299,[ 13937 114997   2186],21A,-1,561,[  8176 116776   1631],1968.927911,,,intrinsic neuron
562,561,2704,2024-01-08 20:53:22.175519+00:00,,t,21A,21A,72483655934890629,648518346489964505,[ 13523 115033   2282],21A,-1,562,[  6904 118256   2136],16326.003901,,,intrinsic neuron
563,562,2705,2024-01-08 20:53:22.187636+00:00,,t,21A,21A,72483655934881769,648518346526360791,[ 13462 114820   2280],21A,-1,563,[  8064 117168   2307],16287.390726,,,intrinsic neuron
564,563,2706,2024-01-08 20:53:22.200041+00:00,,t,21A,21A,72483655934896756,648518346479246543,[ 13575 115681   2280],21A,-1,564,,2613.961164,,,intrinsic neuron
565,564,2707,2024-01-08 20:53:22.212604+00:00,,t,21A,21A,72553955892578612,648518346510036026,[ 14425 114680   2169],21A,-1,565,[ 11552 113976   1822],21014.076291,,,intrinsic neuron
566,565,2708,2024-01-08 20:53:22.225181+00:00,,t,21A,21A,72483655934549705,648518346484095773,[ 14096 114912   2186],21A,-1,566,[  7616 118336   1665],470.808697,,,intrinsic neuron
567,566,2709,2024-01-08 20:53:22.237047+00:00,,t,21A,21A,72483655934716730,648518346479531452,[ 13227 114912   2194],21A,-1,567,[  7112 116504   2189],10522.176204,,,intrinsic neuron
568,567,2710,2024-01-08 20:53:22.249163+00:00,,t,21A,21A,72483655934558538,648518346486141124,[ 13460 115040   2186],21A,-1,568,[  8864 116328   1919],13844.806245,,,intrinsic neuron
569,568,2711,2024-01-08 20:53:22.262079+00:00,,t,21A,21A,72483655934547996,648518346509189754,[ 14163 114813   2186],21A,-1,569,[ 10104 115256   1936],346.82401,,,intrinsic neuron
570,569,2712,2024-01-08 20:53:22.275722+00:00,,t,21A,21A,72483655934867786,648518346519054303,[ 13326 115105   2280],21A,-1,570,[  9680 116296   2297],17848.089717,,,intrinsic neuron
571,570,2713,2024-01-08 20:53:22.288601+00:00,,t,21A,21A,72483587215422584,648518346502097993,[ 13397 114659   2280],21A,-1,571,[  9040 113704   2246],11260.137759,,,intrinsic neuron
572,571,2714,2024-01-08 20:53:22.301326+00:00,,t,21A,21A,72483655934799891,648518346478924916,[ 13782 115147   2226],21A,-1,572,[  6872 118872   1965],13326.539204,,,intrinsic neuron
573,572,2715,2024-01-08 20:53:22.313704+00:00,,t,21A,21A,72483655934638849,648518346505073523,[ 14143 114709   2186],21A,-1,573,[ 10880 117304   1233],3708.267228,,,intrinsic neuron
574,573,2716,2024-01-08 20:53:22.326379+00:00,,t,21A,21A,72483655934562105,648518346495351478,[ 13977 115145   2186],21A,-1,574,[  9608 116160   2133],348.304735,,,intrinsic neuron
575,574,2717,2024-01-08 20:53:22.338281+00:00,,t,21A,21A,72483655934892330,648518346491049763,[ 13985 115047   2280],21A,-1,575,[  6904 118032   1853],1296.996306,,,intrinsic neuron
576,575,2718,2024-01-08 20:53:22.350293+00:00,,t,21A,21A,72483655934547099,648518346493361072,[ 13513 114823   2187],21A,-1,576,[  9520 114248   2076],17213.61665,,,intrinsic neuron
577,576,2719,2024-01-08 20:53:22.363160+00:00,,t,21A,21A,72483655934551563,648518346500479804,[ 13946 114905   2186],21A,-1,577,[  7888 117408   1688],484.43022,,,intrinsic neuron
578,577,2720,2024-01-08 20:53:22.376130+00:00,,t,21A,21A,72483655934545736,648518346492595641,[ 13700 114836   2186],21A,-1,578,[  7656 115976   1818],5146.806584,,,intrinsic neuron
579,578,2721,2024-01-08 20:53:22.388792+00:00,,t,21A,21A,72483655934561191,648518346494325495,[ 13374 115213   2194],21A,-1,579,[ 11152 114296   2031],19277.578792,,,intrinsic neuron
580,579,2722,2024-01-08 20:53:22.401012+00:00,,t,21A,21A,72483655934547649,648518346491041827,[ 13982 114823   2186],21A,-1,580,[  9496 115320   1660],3870.013899,,,intrinsic neuron
581,580,2723,2024-01-08 20:53:22.413994+00:00,,t,21A,21A,72483655934553662,648518346485569299,[ 14173 115013   2186],21A,-1,581,[ 10672 115320   1858],241.954428,,,intrinsic neuron
582,581,2724,2024-01-08 20:53:22.427410+00:00,,t,21A,21A,72483655934558951,648518346494458088,[ 13925 115077   2186],21A,-1,582,[  6592 121024   1791],2937.689155,,,intrinsic neuron
583,582,2725,2024-01-08 20:53:22.439912+00:00,,t,21A,21A,72483655934561583,648518346507570297,[ 14190 115139   2187],21A,-1,583,[ 12312 115224   1659],12532.974076,,,intrinsic neuron
584,583,2726,2024-01-08 20:53:22.453478+00:00,,t,21A,21A,72483655934800929,648518346518974687,[ 13772 115453   2226],21A,-1,584,[  7912 118336   2421],21470.445721,,,intrinsic neuron
585,584,2727,2024-01-08 20:53:22.466884+00:00,,t,21A,21A,72413287257938322,648518346496031178,[ 12095 115169   2420],21A,-1,585,[  6744 118520   2313],2299.139025,,,intrinsic neuron
586,585,2728,2024-01-08 20:53:22.479542+00:00,,t,21A,21A,72483655934547130,648518346465913648,[ 13889 114863   2186],21A,-1,586,[  9512 114920   1770],3140.915434,,,intrinsic neuron
587,586,2729,2024-01-08 20:53:22.491423+00:00,,t,21A,21A,72483655934549201,648518346494204807,[ 14049 114880   2186],21A,-1,587,[  7992 118096   1892],274.233147,,,intrinsic neuron
588,587,2730,2024-01-08 20:53:22.504567+00:00,,t,21A,21A,72483655934900486,648518346482429844,[ 13400 115233   2282],21A,-1,588,[  8064 118652   2195],9573.513308,,,intrinsic neuron
589,588,2731,2024-01-08 20:53:22.517315+00:00,,t,21A,21A,72483655934555635,648518346475973090,[ 13837 115037   2186],21A,-1,589,[  7784 118152   1571],3265.431316,,,intrinsic neuron
590,589,2732,2024-01-08 20:53:22.529259+00:00,,t,21A,21A,72483655934542323,648518346492539577,[ 14329 114710   2186],21A,-1,590,[  5904 122032   1195],3067.774111,,,intrinsic neuron
591,590,2733,2024-01-08 20:53:22.540810+00:00,,t,21A,21A,72483655934553301,648518346499736133,[ 13883 114966   2186],21A,-1,591,[  8920 116560   1735],2722.500032,,,intrinsic neuron
592,591,2734,2024-01-08 20:53:22.552809+00:00,,t,21A,21A,72483587215428964,648518346496316940,[ 13562 114606   2280],21A,-1,592,[ 10200 114496   2273],12835.090976,,,intrinsic neuron
593,592,2735,2024-01-08 20:53:22.565258+00:00,,t,21A,21A,72483655934751771,648518346492181871,[ 13814 115379   2194],21A,-1,593,[ 10048 116728   2483],16877.829736,,,intrinsic neuron
594,593,2736,2024-01-08 20:53:22.577298+00:00,,t,21A,21A,72483655934639546,648518346480189350,[ 14053 114806   2186],21A,-1,594,[  8776 116680   1526],2115.742044,,,intrinsic neuron
595,594,2737,2024-01-08 20:53:22.590002+00:00,,t,21A,21A,72483655934892490,648518346497089252,[ 13862 115353   2280],21A,-1,595,[  6872 119560   2155],13789.592722,,,intrinsic neuron
596,595,2738,2024-01-08 20:53:22.601943+00:00,,t,21A,21A,72483655934896998,648518346507231048,[ 13104 116111   2282],21A,-1,596,[  6552 120162   1670],2680.980631,,,intrinsic neuron
597,596,2739,2024-01-08 20:53:22.614178+00:00,,t,21A,21A,72553955959305468,648518346478943348,[ 14414 114482   2186],21A,-1,597,[  9664 117344   1343],3244.490954,,,intrinsic neuron
598,597,2740,2024-01-08 20:53:22.626073+00:00,,t,21A,21A,72483655934556426,648518346505055110,[ 13726 115096   2186],21A,-1,598,[  8480 115168   1731],5910.474629,,,intrinsic neuron
599,598,2741,2024-01-08 20:53:22.636879+00:00,,t,21A,21A,72483655934548832,648518346483123174,[ 13814 114847   2186],21A,-1,599,[  8536 115888   1603],3307.892149,,,intrinsic neuron
600,599,2742,2024-01-08 20:53:22.648493+00:00,,t,21A,21A,72553955959305240,648518346502141001,[ 14534 114443   2186],21A,-1,600,[  9168 115112   1548],3715.84582,,,intrinsic neuron
601,600,2743,2024-01-08 20:53:22.660424+00:00,,t,21A,21A,72483655934742905,648518346494093323,[ 13316 115346   2194],21A,-1,601,[  7384 120152   2030],5794.48547,,,intrinsic neuron
602,601,2744,2024-01-08 20:53:22.674154+00:00,,t,21A,21A,72554024678724930,648518346483002409,[ 14369 114809   2187],21A,-1,602,[  9216 118560   1237],3378.434171,,,intrinsic neuron
603,602,2745,2024-01-08 20:53:22.688066+00:00,,t,21A,21A,72483655934883582,648518346492104815,[ 13769 115260   2280],21A,-1,603,[  6808 119960   1849],13695.458304,,,intrinsic neuron
604,603,2746,2024-01-08 20:53:22.700475+00:00,,t,21A,21A,72483655934553309,648518346494394133,[ 14030 114993   2186],21A,-1,604,[ 10032 116424   1929],331.791003,,,intrinsic neuron
605,604,2747,2024-01-08 20:53:22.713193+00:00,,t,21A,21A,72483587215156947,648518346511150978,[ 14314 114619   2186],21A,-1,605,[  8676 117524   1411],2075.744884,,,intrinsic neuron
606,605,2748,2024-01-08 20:53:22.725732+00:00,,t,21A,21A,72483655934883827,648518346507510905,[ 13056 115606   2282],21A,-1,606,[  6713 121798   1693],2316.436701,,,intrinsic neuron
607,606,2749,2024-01-08 20:53:22.737939+00:00,,t,21A,21A,72483655934889042,648518346477887127,[ 13664 115542   2282],21A,-1,607,[  6590 119169   1743],1871.269016,,,intrinsic neuron
608,607,2750,2024-01-08 20:53:22.750040+00:00,,t,21A,21A,72483655934551194,648518346482969318,[ 13629 114993   2186],21A,-1,608,[  7736 117240   1791],5593.277031,,,intrinsic neuron
609,608,2751,2024-01-08 20:53:22.763395+00:00,,t,21A,21A,72483655934735717,648518346494306039,[ 13103 114802   2194],21A,-1,609,[  8352 114632   1867],10566.502508,,,intrinsic neuron
610,609,2752,2024-01-08 20:53:22.776382+00:00,,t,21A,21A_primary,72483587282544292,648518346524262149,[ 12376 114159   2399],21A,-1,610,[  9608 116536   2622],24902.761648,,,intrinsic neuron
611,610,2753,2024-01-08 20:53:22.788943+00:00,,t,22A,22A_anterior,72342781141680116,648518346501117289,[  8766 111660   2473],22A,1,611,[  8896 112912   2351],2221.934111,,,intrinsic neuron
612,611,2754,2024-01-08 20:53:22.801093+00:00,,t,22A,22A_anterior,72342781208848224,648518346474603970,[  8450 111354   2609],22A,1,612,[  7064 118816   2539],2223.258347,,,intrinsic neuron
613,612,2755,2024-01-08 20:53:22.813198+00:00,,t,22A,22A_anterior,72342781208852494,648518346509963578,[  8600 111325   2609],22A,1,613,[  7888 112144   2295],2771.623937,,,intrinsic neuron
614,613,2756,2024-01-08 20:53:22.825411+00:00,,t,22A,22A_anterior,72342781208930014,648518346483497380,[  8450 111283   2640],22A,1,614,[  8856 112984   2827],1487.775738,,,intrinsic neuron
615,614,2757,2024-01-08 20:53:22.837226+00:00,,t,22A,22A_anterior,72342781208868961,648518346502036330,[  8680 111526   2609],22A,1,615,[  7312 114080   2378],2644.618267,,,intrinsic neuron
616,615,2758,2024-01-08 20:53:22.850386+00:00,,t,22A,22A_anterior,72342781208854907,648518346477888014,[  8369 111640   2620],22A,1,616,[  7976 116648   2840],1591.198898,,,intrinsic neuron
